Postcode,Nil payments,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable
3250,29,18,18,96,57,96,118,202,91,153,103,86,23,28,6,9,4,5,0,4,0,0,6,63,4394
3251,3,0,0,0,0,0,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213
3254,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
3260,42,3,10,42,25,53,43,76,35,33,18,6,3,4,0,3,0,3,0,0,0,0,3,30,1848
3264,21,0,7,22,7,23,23,34,22,18,3,3,0,0,0,0,0,0,0,0,0,0,0,8,896
3265,50,9,5,16,9,24,18,16,12,18,0,0,0,6,0,0,0,0,0,0,0,0,3,15,890
3266,52,9,3,25,12,28,17,42,13,19,7,6,0,0,0,0,0,0,0,0,0,0,0,18,1110
3267,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
3268,74,13,9,21,5,15,9,22,18,19,6,3,0,0,0,0,0,0,0,0,0,0,3,13,987
3269,14,3,0,6,4,9,0,7,8,5,8,4,0,0,0,0,4,6,0,0,0,0,3,13,373
3270,3,0,0,0,0,0,6,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,308
3271,8,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
3272,17,4,0,12,8,20,29,28,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,666
3273,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3274,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
3275,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
3276,3,4,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
3277,30,0,0,8,7,12,6,13,5,12,9,5,3,7,0,0,0,4,0,0,0,0,0,7,623
3278,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
3279,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
3280,69,58,52,256,141,225,228,440,270,479,312,435,203,234,89,127,27,67,12,3,0,0,12,119,10551
3281,14,0,0,3,0,5,3,3,3,3,0,4,0,0,0,6,0,3,0,0,0,0,0,0,563
3282,6,0,5,17,3,7,7,21,17,20,14,14,3,5,6,3,0,0,0,0,0,0,0,4,819
3283,14,3,0,4,0,4,3,3,0,12,4,4,0,0,0,3,0,0,0,0,0,0,0,3,489
3284,18,5,4,30,8,20,15,18,18,43,32,28,12,39,12,13,4,0,0,4,0,0,0,12,1924
3285,26,6,0,4,3,0,3,8,3,4,3,5,0,0,0,0,0,5,0,0,0,0,0,5,491
3286,10,3,0,3,4,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,264
3287,18,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,140
3289,10,0,4,7,3,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
3292,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,251
3293,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150
3294,16,0,9,7,0,10,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,408
3300,41,27,15,117,64,124,88,162,98,129,49,47,11,10,3,5,3,9,0,3,0,0,0,21,3955
3301,22,7,0,6,0,3,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,508
3302,8,0,0,5,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,163
3303,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144
3304,22,8,11,20,22,30,27,28,14,8,0,4,0,0,0,0,0,0,0,0,0,0,0,13,1163
3305,60,20,18,113,76,179,144,193,133,138,59,91,15,21,3,6,0,6,5,0,3,0,4,50,4990
3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3310,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
3311,12,5,10,32,11,36,4,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,805
3312,23,8,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,482
3314,9,4,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,228
3315,38,12,3,11,18,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,751
3317,11,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,89
3318,15,9,12,7,16,17,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,623
3319,14,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
3321,5,0,0,3,3,4,0,6,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,535
3322,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
3323,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48
3324,10,0,0,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,271
3325,10,0,5,8,5,8,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,233
3328,4,0,0,0,0,0,0,4,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,586
3329,5,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,111
3330,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
3331,19,0,0,3,0,3,7,7,3,24,25,35,20,45,26,10,0,3,0,0,0,0,0,11,1865
3332,3,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,345
3333,11,0,0,5,0,0,8,6,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,296
3334,7,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
3335,23,0,5,4,4,27,15,22,8,25,6,21,12,21,21,39,14,14,0,0,3,0,0,18,1880
3337,73,18,15,60,33,67,56,162,297,697,611,541,151,147,21,25,6,22,13,0,7,0,6,112,10513
3338,40,14,5,36,22,42,42,114,199,399,276,442,205,174,33,34,8,24,12,0,0,0,11,61,6657
3340,59,20,20,77,45,51,76,157,111,185,143,254,178,115,35,22,3,11,6,0,0,0,0,63,6687
3341,3,0,0,4,0,5,0,0,0,4,0,5,0,3,0,0,0,0,0,0,0,0,0,0,607
3342,10,7,4,10,6,7,3,20,16,33,14,24,7,12,0,0,0,0,5,0,0,0,0,4,1308
3345,0,0,3,0,0,0,3,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,443
3350,143,60,71,369,231,420,377,708,734,1298,753,793,356,379,133,178,54,133,27,15,8,10,14,209,19306
3351,46,8,10,22,9,11,11,18,13,12,14,13,6,9,10,4,0,6,0,0,0,0,0,11,3144
3352,78,10,13,32,21,32,22,58,21,49,37,59,36,34,13,8,6,17,5,0,0,0,4,30,5678
3355,35,28,42,167,159,191,144,231,195,277,176,129,44,35,19,22,3,8,3,0,0,0,3,47,4214
3356,26,29,17,163,96,132,122,262,296,419,182,181,77,78,24,13,6,9,3,0,0,0,6,74,5128
3357,16,0,0,9,5,5,14,9,14,19,19,19,9,14,10,15,8,4,0,3,0,0,0,3,1226
3360,10,0,0,5,3,4,0,4,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,377
3361,9,3,3,4,4,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,318
3363,14,3,4,32,10,17,13,50,26,35,22,14,3,3,0,3,0,0,0,0,0,0,0,3,1336
3364,19,0,0,5,0,12,3,9,3,4,3,3,4,0,0,0,0,0,0,0,0,0,0,5,924
3370,13,0,7,12,9,10,6,19,13,14,0,8,0,0,0,0,0,0,0,0,0,0,0,6,820
3371,13,0,7,6,3,6,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543
3373,24,9,0,15,7,16,9,27,9,18,9,3,0,0,0,0,0,0,4,0,0,0,0,6,1002
3374,0,4,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
3375,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
3377,49,14,16,86,59,105,95,134,71,95,41,43,14,3,10,11,0,17,0,3,3,0,9,69,3316
3378,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51
3379,26,3,0,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,359
3380,27,11,13,72,63,130,77,96,49,47,15,5,5,4,0,0,0,0,0,0,0,3,0,33,2297
3381,13,0,0,0,5,18,11,14,6,8,4,4,0,0,0,0,0,5,0,0,3,0,6,10,825
3384,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
3385,7,4,0,7,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
3387,7,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
3388,8,0,0,5,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,245
3390,11,4,3,9,10,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
3391,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
3392,9,7,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
3393,25,6,14,36,20,47,36,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,1158
3395,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,196
3396,10,5,4,12,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338
3400,42,22,70,128,58,174,270,219,123,174,102,108,57,75,33,15,9,13,0,0,0,0,8,87,5242
3401,40,4,4,19,7,8,5,17,0,6,9,10,0,4,0,0,0,0,0,0,0,0,0,3,1707
3407,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
3409,12,7,4,19,4,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,443
3412,8,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
3413,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100
3414,4,4,6,16,29,30,14,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,806
3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3418,31,12,15,21,34,38,25,27,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1203
3419,13,5,4,23,3,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,377
3420,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
3423,4,8,0,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
3424,20,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,412
3427,16,0,0,0,0,6,6,5,8,30,26,40,18,12,5,5,0,10,0,0,0,0,0,3,961
3428,4,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,228
3429,59,10,10,55,27,45,53,82,75,187,268,580,355,368,167,94,21,86,24,9,4,0,15,69,11326
3430,4,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,3,0,0,0,0,0,103
3431,14,4,0,0,0,0,0,0,0,4,13,20,7,20,8,6,0,4,3,3,0,0,0,4,1328
3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3433,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
3434,19,3,12,7,3,7,0,10,7,19,21,33,28,29,10,4,3,7,3,3,0,0,0,11,1699
3435,10,0,6,7,3,4,0,13,9,10,9,25,11,9,3,7,0,0,4,0,0,0,0,9,1084
3437,23,14,6,15,6,13,3,18,13,20,28,62,33,68,39,40,16,68,18,6,0,0,0,12,3395
3438,3,0,0,0,0,0,0,6,3,7,6,4,7,5,3,9,4,20,6,0,0,0,5,3,753
3440,7,0,3,3,0,0,7,6,3,6,0,3,6,6,5,7,0,4,4,0,0,0,0,0,725
3441,5,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,5,7,6,0,0,0,0,4,575
3442,22,5,3,14,8,14,7,26,12,25,30,38,26,39,31,14,13,34,3,0,0,0,0,14,2729
3444,39,8,19,32,18,34,16,52,23,61,24,85,49,62,36,51,6,24,8,0,0,0,5,44,3610
3446,0,0,0,0,0,0,0,0,0,8,3,3,6,4,4,4,0,0,0,0,0,0,0,0,446
3447,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
3448,5,0,0,0,0,0,0,3,0,4,3,7,0,0,0,0,0,3,0,0,0,0,0,0,416
3450,28,14,6,62,24,38,33,58,48,79,87,116,33,43,17,11,6,9,3,0,0,0,3,28,2840
3451,12,0,3,14,10,23,16,35,13,24,23,37,16,17,8,4,3,8,0,0,0,0,4,4,2136
3453,5,0,0,7,0,4,0,9,6,8,5,5,5,4,0,6,0,0,0,0,0,0,0,4,658
3458,14,4,0,0,0,4,0,10,3,9,6,16,5,7,0,4,3,3,0,0,0,0,0,0,1112
3460,17,3,6,24,8,9,11,24,11,30,25,45,33,32,9,7,0,6,0,0,0,0,12,18,1564
3461,38,3,3,11,4,12,5,13,12,23,18,33,9,14,5,4,0,7,0,0,0,0,3,10,2390
3462,10,3,0,7,0,3,3,3,9,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,566
3463,15,3,0,18,4,7,8,17,11,21,12,10,0,0,0,0,0,0,0,0,0,0,0,8,1267
3464,12,7,7,7,0,10,0,8,3,7,4,0,4,0,0,0,0,0,0,0,0,0,0,5,436
3465,36,35,16,89,56,111,137,173,135,121,36,18,0,6,0,0,0,0,3,0,0,0,6,36,3832
3467,4,7,8,11,11,14,12,20,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,529
3468,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
3469,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
