POSTCODES,Major Cities of Australia ,Inner Regional Australia ,Outer Regional Australia ,Remote Australia ,Very Remote Australia ,Migratory - Offshore - Shipping ,Total
6346,0,0,0,0,400,0,400
6348,0,0,0,0,743,0,743
6350,0,0,0,189,0,0,189
6351,0,0,0,40,0,0,40
6352,0,0,0,112,0,0,112
6353,0,0,0,432,0,0,432
6355,0,0,0,172,116,0,292
6356,0,0,0,0,81,0,81
6357,0,0,0,45,0,0,45
6358,0,0,0,64,0,0,64
6359,0,0,0,99,99,0,199
6361,0,0,0,59,0,0,59
6363,0,0,0,65,0,0,65
6365,0,0,0,320,0,0,320
6367,0,0,0,188,0,0,188
6368,0,0,0,36,0,0,36
6369,0,0,0,359,0,0,359
6370,0,0,217,30,0,0,245
6372,0,0,66,5,0,0,70
6373,0,0,0,48,0,0,48
6375,0,0,0,493,0,0,493
6383,0,0,527,0,0,0,527
6384,0,0,19,0,0,0,19
6385,0,0,0,14,0,0,14
6386,0,0,0,57,0,0,57
6390,0,661,206,0,0,0,870
6391,0,40,443,0,0,0,475
6392,0,0,277,0,0,0,277
6393,0,0,77,0,0,0,77
6394,0,0,223,0,0,0,223
6395,0,0,809,0,0,0,809
6396,0,0,187,0,0,0,187
6397,0,0,66,0,0,0,66
6398,0,0,473,0,0,0,473
6401,0,3549,96,0,0,0,3648
6403,0,75,0,0,0,0,75
6405,0,0,154,0,0,0,154
6407,0,0,489,0,0,0,489
6409,0,0,204,0,0,0,204
6410,0,0,479,0,0,0,479
6411,0,0,56,0,0,0,56
6412,0,0,27,0,0,0,27
6413,0,0,28,0,0,0,28
6414,0,0,30,0,0,0,30
6415,0,0,1354,133,0,0,1483
6418,0,0,0,358,0,0,358
6419,0,0,0,30,0,0,30
6420,0,0,0,55,0,0,55
6421,0,0,0,66,0,0,66
6422,0,0,0,20,0,0,20
6423,0,0,0,90,0,0,90
6424,0,0,0,53,0,0,53
6425,0,0,0,51,0,0,51
6426,0,0,0,564,0,0,564
6427,0,0,0,0,0,0,0
6428,0,0,0,22,0,0,22
6429,0,0,0,0,501,0,501
6430,0,0,9622,0,3,0,9626
6431,0,0,0,0,302,0,302
6432,0,0,3306,0,0,0,3306
6434,0,0,23,0,56,0,76
6436,0,0,0,0,69,0,69
6437,0,0,0,0,304,0,304
6438,0,0,0,0,390,0,390
6440,0,0,0,0,368,0,368
6442,0,0,1247,0,0,0,1247
6443,0,0,0,0,789,0,789
6445,0,0,0,0,89,0,89
6446,0,0,0,50,0,0,50
6447,0,0,0,92,10,0,102
6448,0,0,0,147,0,0,147
6450,0,0,0,6119,202,0,6316
6452,0,0,0,0,14,0,14
6460,0,0,390,0,0,0,390
6461,0,0,289,0,0,0,289
6462,0,0,69,0,0,0,69
6463,0,0,5,0,0,0,5
6465,0,0,18,0,0,0,18
6466,0,0,0,43,0,0,43
6467,0,0,0,22,0,0,22
6468,0,0,0,122,0,0,122
6470,0,0,0,13,0,0,13
6472,0,0,0,145,0,0,145
6473,0,0,0,36,0,0,36
6475,0,0,0,235,0,0,235
6476,0,0,0,29,0,0,29
6477,0,0,0,157,0,0,157
6479,0,0,0,300,0,0,300
6480,0,0,0,17,0,0,17
6484,0,0,0,35,0,0,35
6485,0,0,309,0,0,0,309
6487,0,0,0,34,0,0,34
6488,0,0,0,116,0,0,116
6489,0,0,0,73,0,0,73
6490,0,0,0,130,0,0,130
6501,0,369,0,0,0,0,369
6502,0,408,153,0,0,0,559
6503,0,711,357,0,0,0,1067
6504,0,0,79,0,0,0,79
6505,0,0,65,0,0,0,65
6506,0,0,29,0,0,0,29
6507,0,0,309,0,0,0,309
6509,0,0,95,0,0,0,95
6510,0,0,977,0,0,0,977
6511,0,0,539,0,0,0,539
6512,0,0,53,0,0,0,53
6513,0,0,86,21,0,0,105
6514,0,0,649,5,0,0,652
6515,0,0,0,197,0,0,197
6516,0,0,1503,0,0,0,1503
6517,0,0,0,254,0,0,254
6518,0,0,0,179,0,0,179
6519,0,0,0,316,0,0,316
6521,0,0,330,0,0,0,330
6522,0,0,313,0,0,0,313
6525,0,0,1988,0,0,0,1988
6528,0,0,172,0,0,0,172
6530,0,0,14980,0,8,0,14982
6532,0,0,2493,286,97,0,2880
6535,0,0,799,209,0,0,1007
6536,0,0,0,1479,0,0,1479
6537,0,0,0,0,989,0,989
6556,0,794,0,0,0,0,794
6558,0,330,0,0,0,0,330
6560,0,608,0,0,0,0,608
6562,0,579,0,0,0,0,579
6564,0,164,0,0,0,0,164
6566,0,1632,116,0,0,0,1743
6567,0,234,34,0,0,0,267
6568,0,0,127,0,0,0,127
6569,0,0,141,0,0,0,141
6571,0,0,47,0,0,0,47
6572,0,0,29,0,0,0,29
6574,0,0,44,0,0,0,44
6575,0,0,69,0,0,0,69
6603,0,0,607,0,0,0,607
6605,0,0,0,27,0,0,27
6606,0,0,0,109,0,0,109
6608,0,0,0,65,0,0,65
6609,0,0,0,400,0,0,400
6612,0,0,0,79,22,0,102
6613,0,0,0,36,0,0,36
6614,0,0,0,17,0,0,17
6616,0,0,0,35,0,0,35
6620,0,0,0,187,0,0,187
6623,0,0,0,364,0,0,364
6625,0,0,0,28,0,0,28
6627,0,0,0,25,0,0,25
6628,0,0,0,16,0,0,16
6630,0,0,0,326,54,0,384
6631,0,0,0,17,0,0,17
6632,0,0,0,25,0,0,25
6635,0,0,0,0,104,0,104
6638,0,0,0,0,372,0,372
6639,0,0,0,0,87,0,87
6640,0,0,0,0,201,0,201
6642,0,0,0,0,466,0,466
6646,0,0,0,0,243,0,243
6701,0,0,0,0,3835,0,3835
6705,0,0,0,0,148,0,148
6707,0,0,0,0,2315,0,2315
6710,0,0,0,0,658,0,658
6711,0,0,0,0,0,0,0
6712,0,0,0,0,4,0,4
6713,0,0,0,558,0,0,558
6714,0,0,0,7516,164,0,7681
6716,0,0,0,0,384,0,384
6718,0,0,0,334,25,0,359
6720,0,0,0,1213,0,0,1213
6721,0,0,0,2436,187,0,2627
6722,0,0,0,5014,150,0,5160
6725,0,0,0,4384,1366,0,5747
6726,0,0,0,3136,0,0,3136
6728,0,0,0,0,2888,0,2888
6731,0,0,0,0,0,0,0
6733,0,0,0,0,0,0,0
6740,0,0,0,0,702,0,702
6743,0,0,0,0,3569,0,3569
6751,0,0,0,0,1851,0,1851
6753,0,0,0,0,2678,0,2678
6754,0,0,0,0,681,0,681
6758,0,0,0,0,68,0,68
6760,0,0,0,0,285,0,285
6762,0,0,0,0,86,0,86
6765,0,0,0,0,771,0,771
6770,0,0,0,0,1334,0,1334
5000,8145,0,0,0,0,0,8145
5005,0,0,0,0,0,0,0
5006,3525,0,0,0,0,0,3525
5007,3518,0,0,0,0,0,3518
5008,6071,0,0,0,0,0,6071
5009,2245,0,0,0,0,0,2245
5010,2262,0,0,0,0,0,2262
5011,5210,0,0,0,0,0,5210
5012,4449,0,0,0,0,0,4449
5013,4446,0,0,0,0,0,4446
5014,5610,0,0,0,0,0,5610
5015,3035,0,0,0,0,0,3035
5016,4006,0,0,0,0,0,4006
5017,2362,0,0,0,0,0,2362
5018,2554,0,0,0,0,0,2554
5019,4560,0,0,0,0,0,4560
5020,1377,0,0,0,0,0,1377
5021,2820,0,0,0,0,0,2820
5022,7384,0,0,0,0,0,7384
5023,7774,0,0,0,0,0,7774
5024,6160,0,0,0,0,0,6160
5025,3557,0,0,0,0,0,3557
5031,4649,0,0,0,0,0,4649
5032,5869,0,0,0,0,0,5869
5033,3941,0,0,0,0,0,3941
5034,4507,0,0,0,0,0,4507
5035,2985,0,0,0,0,0,2985
5037,4921,0,0,0,0,0,4921
5038,7563,0,0,0,0,0,7563
5039,4111,0,0,0,0,0,4111
5040,1046,0,0,0,0,0,1046
5041,5408,0,0,0,0,0,5408
5042,4688,0,0,0,0,0,4688
5043,9098,0,0,0,0,0,9098
5044,5107,0,0,0,0,0,5107
5045,8662,0,0,0,0,0,8662
5046,4354,0,0,0,0,0,4354
5047,3773,0,0,0,0,0,3773
5048,6594,0,0,0,0,0,6594
5049,4321,0,0,0,0,0,4321
5050,2281,0,0,0,0,0,2281
5051,5564,0,0,0,0,0,5564
5052,2561,0,0,0,0,0,2561
5061,4405,0,0,0,0,0,4405
5062,6279,0,0,0,0,0,6279
5063,5710,0,0,0,0,0,5710
5064,4075,0,0,0,0,0,4075
5065,4743,0,0,0,0,0,4743
5066,4823,0,0,0,0,0,4823
5067,5350,0,0,0,0,0,5350
5068,5840,0,0,0,0,0,5840
5069,3846,0,0,0,0,0,3846
5070,6932,0,0,0,0,0,6932
5072,5582,0,0,0,0,0,5582
5073,6532,0,0,0,0,0,6532
5074,5736,0,0,0,0,0,5736
5075,4407,0,0,0,0,0,4407
5076,3640,9,0,0,0,0,3654
5081,4319,0,0,0,0,0,4319
5082,6422,0,0,0,0,0,6422
5083,3453,0,0,0,0,0,3453
5084,4155,0,0,0,0,0,4155
5085,8202,0,0,0,0,0,8202
5086,6982,0,0,0,0,0,6982
5087,5228,0,0,0,0,0,5228
5088,1538,0,0,0,0,0,1538
5089,2562,0,0,0,0,0,2562
5090,3488,0,0,0,0,0,3488
5091,3090,0,0,0,0,0,3090
5092,7266,0,0,0,0,0,7266
5093,3781,0,0,0,0,0,3781
5094,368,0,0,0,0,0,368
5095,8408,0,0,0,0,0,8408
5096,5452,0,0,0,0,0,5452
5097,5699,0,0,0,0,0,5699
5098,5096,0,0,0,0,0,5096
5106,19,0,0,0,0,0,19
5107,6388,0,0,0,0,0,6388
5108,16155,0,0,0,0,0,16155
5109,8690,0,0,0,0,0,8690
5110,3231,71,0,0,0,0,3304
5111,0,0,0,0,0,0,0
5112,8674,0,0,0,0,0,8674
5113,8309,0,0,0,0,0,8309
5114,12101,660,0,0,0,0,12759
5115,4059,0,0,0,0,0,4059
5116,4100,0,0,0,0,0,4100
5117,989,0,0,0,0,0,989
5118,7795,53,0,0,0,0,7849
5120,268,491,0,0,0,0,764
5121,708,0,0,0,0,0,708
5125,7574,0,0,0,0,0,7574
5126,2930,0,0,0,0,0,2930
5127,3176,0,0,0,0,0,3176
5131,358,0,0,0,0,0,358
5132,14,149,0,0,0,0,157
5133,0,145,0,0,0,0,145
5134,0,175,0,0,0,0,178
5136,194,0,0,0,0,0,194
5137,191,25,0,0,0,0,215
5138,0,136,0,0,0,0,136
5139,0,102,0,0,0,0,102
5140,168,0,0,0,0,0,168
5141,258,0,0,0,0,0,258
5142,236,0,0,0,0,0,236
5144,0,178,0,0,0,0,178
5150,23,0,0,0,0,0,23
5151,144,0,0,0,0,0,144
5152,2509,0,0,0,0,0,2509
5153,834,1700,0,0,0,0,2536
5154,1273,0,0,0,0,0,1273
5155,1597,0,0,0,0,0,1597
5156,390,0,0,0,0,0,390
5157,128,1024,0,0,0,0,1152
5158,9627,0,0,0,0,0,9627
5159,13026,0,0,0,0,0,13026
5160,10,0,0,0,0,0,10
5161,4463,0,0,0,0,0,4463
5162,14794,0,0,0,0,0,14794
5163,5967,0,0,0,0,0,5967
5164,2519,0,0,0,0,0,2519
5165,2620,0,0,0,0,0,2620
5166,911,0,0,0,0,0,911
5167,2588,0,0,0,0,0,2588
5168,2407,0,0,0,0,0,2407
5169,7121,0,0,0,0,0,7121
5170,561,0,0,0,0,0,561
5171,1736,769,0,0,0,0,2505
5172,1004,617,0,0,0,0,1619
5173,6105,0,0,0,0,0,6105
5174,1445,18,0,0,0,0,1463
5201,0,820,0,0,0,0,820
5202,0,415,0,0,0,0,415
5203,0,631,0,0,0,0,631
5204,0,2734,0,0,0,0,2734
5210,0,672,0,0,0,0,672
5211,0,9616,0,0,0,0,9616
5212,0,1554,0,0,0,0,1554
5213,0,1233,0,0,0,0,1233
5214,0,6077,0,0,0,0,6077
5220,0,0,0,76,0,0,76
5221,0,0,0,267,0,0,267
5222,0,0,0,655,0,0,655
5223,0,0,0,2191,0,0,2191
5231,0,486,0,0,0,0,486
5232,0,164,0,0,0,0,164
5233,0,584,0,0,0,0,584
5234,0,526,0,0,0,0,526
5235,0,1157,0,0,0,0,1157
5236,0,140,0,0,0,0,140
5237,0,164,0,0,0,0,164
5238,0,2803,296,0,0,0,3099
5240,0,205,0,0,0,0,205
5241,0,1006,0,0,0,0,1006
5242,0,666,0,0,0,0,666
5243,0,357,0,0,0,0,357
5244,0,1663,0,0,0,0,1663
5245,0,1277,0,0,0,0,1277
5250,0,1317,0,0,0,0,1317
5251,0,6055,0,0,0,0,6055
5252,0,2578,0,0,0,0,2578
5253,0,8584,0,0,0,0,8584
5254,0,1121,0,0,0,0,1121
5255,0,3985,0,0,0,0,3985
5256,0,960,0,0,0,0,960
5259,0,487,230,0,0,0,712
5260,0,908,0,0,0,0,908
5261,0,0,192,0,0,0,192
5262,0,0,209,0,0,0,209
5263,0,0,79,0,0,0,79
5264,0,0,712,5,0,0,714
5265,0,0,239,0,0,0,239
5266,0,0,318,0,0,0,318
5267,0,0,793,133,0,0,923
5268,0,0,1485,125,0,0,1615
5269,0,0,117,0,0,0,117
5270,0,0,264,0,0,0,264
5271,0,0,3356,42,0,0,3398
5272,0,0,427,0,0,0,427
5273,0,0,57,8,0,0,63
5275,0,0,1616,87,0,0,1708
5276,0,0,1362,0,0,0,1362
5277,0,0,1403,0,0,0,1403
5278,0,0,245,0,0,0,245
5279,0,0,254,0,0,0,254
5280,0,0,3817,0,0,0,3817
5290,0,12050,0,0,0,0,12050
5291,0,219,3783,0,0,0,4004
5301,0,0,351,0,0,0,351
5302,0,0,0,445,0,0,445
5303,0,0,0,101,0,0,101
5304,0,0,20,405,0,0,426
5306,0,0,37,0,0,0,37
5307,0,0,305,0,0,0,305
5308,0,0,84,0,0,0,84
5309,0,0,91,0,0,0,91
5310,0,0,52,0,0,0,52
5311,0,0,220,0,0,0,220
5320,0,0,909,0,0,0,909
5321,0,0,261,0,0,0,261
5322,0,0,516,0,0,0,516
5330,0,0,1683,0,0,0,1683
5331,0,0,174,0,0,0,174
5332,0,0,211,0,0,0,211
5333,0,0,2710,0,0,0,2710
5340,0,0,710,0,0,0,710
5341,0,0,3605,0,0,0,3610
5342,0,0,506,0,0,0,506
5343,0,0,2449,0,0,0,2449
5344,0,0,434,0,0,0,434
5345,0,0,1758,0,0,0,1758
5346,0,0,173,0,0,0,173
5350,0,169,0,0,0,0,169
5351,0,2278,0,0,0,0,2278
5352,0,2386,0,0,0,0,2386
5353,0,1746,232,0,0,0,1983
5354,0,0,464,0,0,0,464
5355,0,3357,0,0,0,0,3357
5356,0,400,6,0,0,0,403
5357,0,0,500,0,0,0,500
5360,0,429,0,0,0,0,429
5371,0,439,0,0,0,0,439
5372,0,825,0,0,0,0,825
5373,0,1586,0,0,0,0,1586
5374,0,546,218,0,0,0,761
5381,0,0,206,0,0,0,206
5400,0,315,0,0,0,0,315
5401,0,354,0,0,0,0,354
5410,0,145,0,0,0,0,145
5411,0,127,0,0,0,0,127
5412,0,593,0,0,0,0,593
5413,0,328,111,0,0,0,436
5414,0,73,0,0,0,0,73
5415,0,0,135,0,0,0,135
5416,0,0,122,0,0,0,122
5417,0,0,826,14,0,0,843
5418,0,0,70,0,0,0,70
5419,0,0,113,0,0,0,113
5420,0,0,45,0,0,0,45
5421,0,0,90,0,0,0,90
5422,0,0,1082,0,0,0,1082
5431,0,0,506,0,0,0,510
5432,0,0,62,17,0,0,81
5433,0,0,717,0,0,0,717
5434,0,0,251,177,0,0,427
5440,0,0,3,125,9,0,133
5451,0,389,0,0,0,0,389
5452,0,198,0,0,0,0,198
5453,0,1734,638,0,0,0,2372
5454,0,0,197,0,0,0,197
5455,0,0,23,0,0,0,23
5460,0,307,0,0,0,0,307
5461,0,1153,53,0,0,0,1201
5462,0,0,218,0,0,0,218
5464,0,0,300,0,0,0,300
5470,0,0,89,0,0,0,89
5471,0,0,47,0,0,0,47
5472,0,0,95,0,0,0,95
5473,0,0,366,0,0,0,366
5480,0,0,425,0,0,0,425
5481,0,0,340,0,0,0,340
5482,0,0,262,0,0,0,262
5483,0,0,190,0,0,0,190
5485,0,0,298,0,0,0,298
5490,0,0,85,0,0,0,85
5491,0,0,961,0,0,0,961
5493,0,0,54,0,0,0,54
5495,0,0,433,0,0,0,433
5501,0,2996,0,0,0,0,2996
5502,0,642,0,0,0,0,642
5510,0,0,64,0,0,0,64
5520,0,0,309,0,0,0,309
5521,0,0,84,0,0,0,84
5522,0,0,1313,0,0,0,1313
5523,0,0,950,0,0,0,950
5540,0,0,7435,0,0,0,7435
5550,0,102,396,0,0,0,497
5552,0,0,181,0,0,0,181
5554,0,0,2411,0,0,0,2411
5555,0,0,267,0,0,0,267
5556,0,0,2832,0,0,0,2832
5558,0,0,3399,0,0,0,3399
5560,0,0,228,0,0,0,228
5570,0,0,476,0,0,0,476
5571,0,0,1627,0,0,0,1627
5572,0,0,76,0,0,0,76
5573,0,0,1531,0,0,0,1531
5575,0,0,783,1429,0,0,2212
5576,0,0,0,659,0,0,659
5577,0,0,0,587,0,0,587
5580,0,0,307,0,0,0,307
5581,0,0,768,0,0,0,768
5582,0,0,0,551,0,0,551
5583,0,0,0,865,0,0,865
5600,0,0,3153,5,0,0,3154
5601,0,0,271,116,0,0,389
5602,0,0,215,672,0,0,888
5603,0,0,0,332,0,0,332
5604,0,0,0,241,0,0,241
5605,0,0,0,1033,0,0,1033
5606,0,0,0,6837,0,0,6837
5607,0,0,0,2490,187,0,2677
5608,0,0,7055,0,0,0,7055
5609,0,0,835,0,0,0,835
5630,0,0,0,64,0,0,64
5631,0,0,0,461,0,0,461
5632,0,0,0,98,0,0,98
5633,0,0,0,180,0,0,180
5640,0,0,0,568,0,0,568
5641,0,0,0,571,0,0,571
5642,0,0,0,142,0,0,142
5650,0,0,0,46,67,0,110
5651,0,0,0,0,40,0,40
5652,0,0,0,0,378,0,378
5653,0,0,0,0,36,0,36
5654,0,0,0,0,154,0,154
5655,0,0,0,0,49,0,49
5660,0,0,0,0,17,0,17
5661,0,0,0,0,78,0,78
5670,0,0,0,0,333,0,333
5671,0,0,0,0,156,0,156
5680,0,0,0,615,1061,0,1677
5690,0,0,0,0,2009,0,2009
5700,0,0,5871,0,0,0,5871
5701,0,0,14,0,0,0,14
5710,0,0,921,0,0,0,921
5713,0,0,0,4,3,0,9
5715,0,0,3,21,0,0,26
5717,0,0,0,7,4,0,15
5719,0,0,0,0,28,0,28
5720,0,0,0,0,311,0,311
5722,0,0,0,0,602,0,602
5723,0,0,0,0,1443,0,1443
5724,0,0,0,0,250,0,250
5725,0,0,0,1767,0,0,1767
5730,0,0,0,61,29,0,94
5731,0,0,0,0,438,0,438
5732,0,0,0,0,134,0,134
5733,0,0,0,0,162,0,162
5734,0,0,0,0,105,0,105
5950,0,0,0,0,0,0,0
5960,0,0,0,0,0,0,0
7000,0,7000,0,0,0,0,7000
7001,0,0,0,0,0,0,0
7004,0,3722,0,0,0,0,3722
7005,0,5898,0,0,0,0,5898
7007,0,1348,0,0,0,0,1348
7008,0,5532,0,0,0,0,5532
7009,0,5826,0,0,0,0,5826
7010,0,7771,0,0,0,0,7771
7011,0,6581,0,0,0,0,6581
7012,0,337,0,0,0,0,337
7015,0,4634,0,0,0,0,4634
7016,0,1004,0,0,0,0,1004
7017,0,2163,41,0,0,0,2204
7018,0,9594,0,0,0,0,9594
7019,0,2614,0,0,0,0,2614
7020,0,801,131,0,0,0,933
7021,0,1008,0,0,0,0,1008
7022,0,0,463,0,0,0,463
7023,0,0,275,0,0,0,275
7024,0,251,0,0,0,0,251
7025,0,690,66,0,0,0,754
7026,0,0,391,0,0,0,391
7027,0,0,173,0,0,0,173
7030,0,5987,1431,487,0,0,7903
7050,0,5469,0,0,0,0,5469
7052,0,2988,0,0,0,0,2988
7053,0,1455,0,0,0,0,1455
7054,0,3404,0,0,0,0,3404
7055,0,165,0,0,0,0,165
7109,0,73,4027,0,0,0,4095
7112,0,0,1717,0,0,0,1717
7113,0,0,487,0,0,0,487
7116,0,0,1131,0,0,0,1131
7117,0,0,519,0,0,0,519
7119,0,0,16,0,0,0,16
7120,0,0,933,0,0,0,933
7139,0,0,0,0,0,0,0
7140,0,3598,1377,293,0,0,5266
7150,0,576,1400,0,0,0,1980
7155,0,151,247,0,0,0,400
7162,0,0,281,0,0,0,281
7163,0,0,184,0,0,0,184
7170,0,1892,0,0,0,0,1892
7171,0,1434,0,0,0,0,1434
7172,0,1394,152,0,0,0,1541
7173,0,2589,1098,0,0,0,3691
7174,0,0,74,0,0,0,74
7175,0,0,100,0,0,0,100
7176,0,0,65,0,0,0,65
7177,0,0,240,0,0,0,240
7178,0,0,295,0,0,0,295
7179,0,0,407,0,0,0,407
7180,0,0,115,0,0,0,115
7182,0,0,280,0,0,0,280
7183,0,0,39,0,0,0,39
7184,0,0,732,0,0,0,732
7185,0,0,66,0,0,0,66
7186,0,0,212,0,0,0,212
7187,0,0,96,0,0,0,96
7190,0,0,1811,891,0,0,2708
7209,0,0,261,0,0,0,261
7210,0,0,593,0,0,0,598
7211,0,0,108,0,0,0,108
7212,0,643,215,0,0,0,862
7213,0,0,170,0,0,0,170
7214,0,0,339,0,0,0,339
7215,0,0,1345,1452,0,0,2805
7216,0,0,2501,0,0,0,2501
7248,0,7120,0,0,0,0,7120
7249,0,6005,0,0,0,0,6005
7250,0,21987,0,0,0,0,21987
7252,0,186,1274,0,0,0,1460
7253,0,0,2457,0,0,0,2457
7254,0,0,276,0,0,0,276
7255,0,0,0,0,601,0,601
7256,0,0,0,0,861,0,861
7257,0,0,0,0,42,0,42
7258,0,285,76,0,0,0,361
7259,0,0,208,0,0,0,208
7260,0,0,1462,0,0,0,1462
7261,0,0,125,0,0,0,125
7262,0,0,1291,0,0,0,1291
7263,0,0,289,0,0,0,289
7264,0,0,689,0,0,0,685
7265,0,0,144,0,0,0,144
7267,0,95,218,0,0,0,307
7268,0,147,287,0,0,0,438
7270,0,0,2472,0,0,0,2472
7275,0,24,1421,0,0,0,1443
7276,0,0,268,0,0,0,268
7277,0,2289,0,0,0,0,2289
7290,0,981,0,0,0,0,981
7291,0,243,0,0,0,0,243
7292,0,29,230,0,0,0,256
7300,0,1442,13,0,0,0,1452
7301,0,1655,310,0,0,0,1965
7302,0,0,756,0,0,0,756
7303,0,10,1229,0,0,0,1247
7304,0,0,2771,359,0,0,3121
7305,0,0,519,0,0,0,519
7306,0,0,1769,0,0,0,1769
7307,0,1639,3266,0,0,0,4905
7310,0,11133,1470,0,0,0,12605
7315,0,0,6845,0,0,0,6845
7316,0,0,2647,0,0,0,2647
7320,0,0,7801,0,0,0,7801
7321,0,0,2330,151,0,0,2481
7322,0,0,1812,0,0,0,1812
7325,0,0,4022,0,0,0,4022
7330,0,0,2610,445,0,0,3054
7331,0,0,321,0,0,0,321
7466,0,0,0,21,0,0,21
7467,0,0,0,1164,0,0,1164
7468,0,0,0,472,0,0,472
7469,0,0,0,563,0,0,563
7470,0,0,0,581,0,0,581
2600,3740,0,0,0,0,0,3740
2601,1651,0,0,0,0,0,1651
2602,13858,0,0,0,0,0,13858
2603,4554,0,0,0,0,0,4554
2604,5536,0,0,0,0,0,5536
2605,4720,0,0,0,0,0,4720
2606,4731,0,0,0,0,0,4731
2607,5809,0,0,0,0,0,5809
2609,492,0,0,0,0,0,492
2612,7913,0,0,0,0,0,7913
2614,8263,0,0,0,0,0,8263
2615,17540,0,0,0,0,0,17540
2617,13327,0,0,0,0,0,13327
2900,1037,12,0,0,0,0,1046
2902,6052,0,0,0,0,0,6052
2903,3701,0,0,0,0,0,3701
2904,4965,0,0,0,0,0,4965
2905,10947,0,0,0,0,0,10947
2906,6657,0,0,0,0,0,6657
2911,1686,0,0,0,0,0,1686
2912,2336,0,0,0,0,0,2336
2913,13364,0,0,0,0,0,13364
2914,8656,0,0,0,0,0,8656
