POSTCODES,Major Cities of Australia ,Inner Regional Australia ,Outer Regional Australia ,Remote Australia ,Very Remote Australia ,Migratory - Offshore - Shipping ,Total
4000,8674,0,0,0,0,0,8674
4005,9924,0,0,0,0,0,9924
4006,8815,0,0,0,0,0,8815
4007,6881,0,0,0,0,0,6881
4008,133,0,0,0,0,0,133
4009,0,0,0,0,0,0,0
4010,1302,0,0,0,0,0,1302
4011,7058,0,0,0,0,0,7058
4012,10239,0,0,0,0,0,10239
4013,2109,0,0,0,0,0,2109
4014,4582,0,0,0,0,0,4582
4017,14782,0,0,0,0,0,14782
4018,5237,0,0,0,0,0,5237
4019,9665,0,0,0,0,0,9665
4020,10904,0,0,0,0,0,10904
4021,3979,0,0,0,0,0,3979
4022,2710,0,0,0,0,0,2710
4025,0,0,0,360,0,0,360
4029,4,0,0,0,0,0,4
4030,7721,0,0,0,0,0,7721
4031,6087,0,0,0,0,0,6087
4032,7344,0,0,0,0,0,7344
4034,18446,0,0,0,0,0,18446
4035,8749,0,0,0,0,0,8749
4036,2466,0,0,0,0,0,2466
4037,2535,0,0,0,0,0,2535
4051,11649,0,0,0,0,0,11649
4053,18325,0,0,0,0,0,18325
4054,5520,0,0,0,0,0,5520
4055,7162,0,0,0,0,0,7162
4059,5909,0,0,0,0,0,5909
4060,5090,0,0,0,0,0,5090
4061,6056,0,0,0,0,0,6056
4064,5069,0,0,0,0,0,5069
4065,3663,0,0,0,0,0,3663
4066,7813,0,0,0,0,0,7813
4067,4281,0,0,0,0,0,4281
4068,10459,0,0,0,0,0,10459
4069,11914,84,0,0,0,0,11999
4070,4024,0,0,0,0,0,4024
4072,22,0,0,0,0,0,22
4073,3162,0,0,0,0,0,3162
4074,8852,0,0,0,0,0,8852
4075,9227,0,0,0,0,0,9227
4076,1961,0,0,0,0,0,1961
4077,11111,0,0,0,0,0,11111
4078,9205,0,0,0,0,0,9205
4101,11197,0,0,0,0,0,11197
4102,3664,0,0,0,0,0,3664
4103,6470,0,0,0,0,0,6470
4104,3005,0,0,0,0,0,3005
4105,6003,0,0,0,0,0,6003
4106,674,0,0,0,0,0,674
4107,2440,0,0,0,0,0,2440
4108,2362,0,0,0,0,0,2362
4109,13096,0,0,0,0,0,13096
4110,4047,0,0,0,0,0,4047
4111,353,0,0,0,0,0,353
4112,2572,0,0,0,0,0,2572
4113,10643,0,0,0,0,0,10643
4114,10950,0,0,0,0,0,10950
4115,6538,0,0,0,0,0,6538
4116,8529,0,0,0,0,0,8529
4117,451,0,0,0,0,0,451
4118,10450,0,0,0,0,0,10450
4119,2252,0,0,0,0,0,2252
4120,4322,0,0,0,0,0,4322
4121,9777,0,0,0,0,0,9777
4122,16939,0,0,0,0,0,16939
4123,7028,0,0,0,0,0,7028
4124,6428,40,0,0,0,0,6463
4125,2643,7,0,0,0,0,2646
4127,10049,0,0,0,0,0,10049
4128,5973,0,0,0,0,0,5973
4129,2214,0,0,0,0,0,2214
4130,2996,0,0,0,0,0,2996
4131,3705,0,0,0,0,0,3705
4132,8406,0,0,0,0,0,8406
4133,6599,140,0,0,0,0,6737
4151,7584,0,0,0,0,0,7584
4152,17705,0,0,0,0,0,17705
4153,1607,0,0,0,0,0,1607
4154,3609,0,0,0,0,0,3609
4155,473,0,0,0,0,0,473
4156,1009,0,0,0,0,0,1009
4157,7385,0,0,0,0,0,7385
4158,1710,0,0,0,0,0,1710
4159,5374,0,0,0,0,0,5374
4160,7008,0,0,0,0,0,7008
4161,6114,0,0,0,0,0,6114
4163,6824,0,0,0,0,0,6824
4164,5193,0,0,0,0,0,5193
4165,13654,97,0,0,0,0,13751
4169,7455,0,0,0,0,0,7455
4170,10709,0,0,0,0,0,10709
4171,6779,0,0,0,0,0,6779
4172,1705,0,0,0,0,0,1705
4173,3352,0,0,0,0,0,3352
4174,926,0,0,0,0,0,926
4178,10532,0,0,0,0,0,10532
4179,7793,0,0,0,0,0,7793
4183,0,0,0,1856,0,0,1856
4184,0,2327,2277,0,0,0,4600
4205,2314,0,0,0,0,0,2314
4207,21119,581,0,0,0,0,21697
4208,6768,0,0,0,0,0,6768
4209,16613,0,0,0,0,0,16613
4210,6909,0,0,0,0,0,6909
4211,22417,931,0,0,0,0,23345
4212,11732,0,0,0,0,0,11732
4213,9717,488,0,0,0,0,10206
4214,13913,0,0,0,0,0,13913
4215,24996,0,0,0,0,0,24996
4216,18531,112,0,0,0,0,18646
4217,23627,0,0,0,0,0,23627
4218,16710,0,0,0,0,0,16710
4220,14791,0,0,0,0,0,14791
4221,12216,0,0,0,0,0,12216
4222,0,0,0,0,0,0,0
4223,5720,184,0,0,0,0,5907
4224,3154,0,0,0,0,0,3154
4225,5162,0,0,0,0,0,5162
4226,12667,0,0,0,0,0,12667
4227,8513,0,0,0,0,0,8513
4228,1591,117,0,0,0,0,1706
4229,9,0,0,0,0,0,9
4230,835,0,0,0,0,0,835
4270,32,1356,0,0,0,0,1389
4271,1315,25,0,0,0,0,1346
4272,2051,28,0,0,0,0,2080
4275,0,1307,0,0,0,0,1307
4280,2787,2676,0,0,0,0,5463
4285,0,7813,0,0,0,0,7813
4287,0,372,0,0,0,0,372
4300,19471,0,0,0,0,0,19471
4301,9521,0,0,0,0,0,9521
4303,1481,0,0,0,0,0,1481
4304,7470,0,0,0,0,0,7470
4305,25500,47,0,0,0,0,25541
4306,8087,3773,1255,0,0,0,13109
4307,0,594,0,0,0,0,594
4309,0,1321,0,0,0,0,1321
4310,0,2565,0,0,0,0,2565
4311,0,4221,0,0,0,0,4221
4312,0,1419,0,0,0,0,1419
4313,0,1111,0,0,0,0,1111
4340,0,2190,0,0,0,0,2190
4341,0,5709,0,0,0,0,5709
4342,0,1096,0,0,0,0,1096
4343,0,4352,0,0,0,0,4352
4344,0,1067,0,0,0,0,1067
4345,0,26,0,0,0,0,26
4346,0,381,0,0,0,0,381
4347,0,495,0,0,0,0,495
4350,0,47136,0,0,0,0,47136
4352,0,9752,552,0,0,0,10306
4353,0,131,0,0,0,0,131
4354,0,498,0,0,0,0,498
4355,0,1224,0,0,0,0,1224
4356,0,2017,0,0,0,0,2017
4357,0,638,515,0,0,0,1153
4358,0,868,0,0,0,0,868
4359,0,505,0,0,0,0,505
4360,0,261,0,0,0,0,261
4361,0,1200,0,0,0,0,1200
4362,0,1106,0,0,0,0,1106
4363,0,235,0,0,0,0,235
4364,0,81,0,0,0,0,81
4365,0,271,0,0,0,0,271
4370,0,8238,140,0,0,0,8376
4371,0,344,0,0,0,0,344
4372,0,63,0,0,0,0,63
4373,0,0,467,0,0,0,467
4374,0,173,10,0,0,0,186
4376,0,0,166,0,0,0,166
4378,0,0,220,0,0,0,220
4381,0,0,301,0,0,0,301
4382,0,0,288,0,0,0,288
4384,0,0,28,0,0,0,28
4387,0,0,660,0,0,0,660
4388,0,0,198,0,0,0,198
4390,0,0,3036,0,0,0,3036
4400,0,734,0,0,0,0,734
4401,0,2322,0,0,0,0,2322
4402,0,27,157,0,0,0,184
4403,0,358,0,0,0,0,358
4404,0,220,0,0,0,0,220
4405,0,5659,562,0,0,0,6218
4406,0,76,417,205,0,0,699
4407,0,46,225,0,0,0,265
4408,0,0,293,0,0,0,293
4410,0,0,571,0,0,0,571
4411,0,0,143,0,0,0,143
4412,0,0,92,0,0,0,92
4413,0,0,3743,0,0,0,3743
4415,0,0,1215,4,0,0,1221
4416,0,0,269,0,0,0,269
4417,0,0,0,390,0,0,390
4418,0,0,0,52,0,0,52
4419,0,0,0,446,0,0,446
4420,0,0,0,625,0,0,625
4421,0,0,1280,0,0,0,1280
4422,0,0,0,287,0,0,287
4423,0,0,0,103,0,0,103
4424,0,0,118,0,0,0,118
4425,0,0,125,0,0,0,125
4426,0,0,0,87,0,0,87
4427,0,0,0,194,0,0,194
4428,0,0,0,348,0,0,348
4454,0,0,0,435,0,0,441
4455,0,0,3627,486,0,0,4110
4461,0,0,0,37,0,0,37
4462,0,0,0,65,0,0,65
4465,0,0,0,35,718,0,752
4467,0,0,0,0,125,0,125
4468,0,0,0,0,163,0,163
4470,0,0,0,0,1862,0,1862
4472,0,0,0,0,772,0,772
4474,0,0,0,0,37,0,37
4475,0,0,0,0,0,0,0
4477,0,0,0,0,271,0,271
4478,0,0,0,0,242,0,242
4479,0,0,0,0,12,0,12
4480,0,0,0,0,404,0,404
4481,0,0,0,0,109,0,109
4482,0,0,0,0,144,0,144
4486,0,0,0,0,417,0,417
4487,0,0,0,1487,0,0,1487
4488,0,0,0,4,154,0,167
4489,0,0,0,0,61,0,61
4490,0,0,0,0,797,0,797
4491,0,0,0,0,60,0,60
4492,0,0,0,0,161,0,161
4493,0,0,0,0,20,0,20
4494,0,0,0,95,0,0,95
4496,0,0,0,125,0,0,125
4497,0,0,0,182,0,0,182
4498,0,0,115,11,0,0,126
4500,15389,0,0,0,0,0,15389
4501,2392,0,0,0,0,0,2392
4502,3343,0,0,0,0,0,3343
4503,17100,0,0,0,0,0,17100
4504,6015,0,0,0,0,0,6015
4505,7708,0,0,0,0,0,7708
4506,7865,0,0,0,0,0,7865
4507,0,10034,0,0,0,0,10034
4508,7659,0,0,0,0,0,7659
4509,10698,0,0,0,0,0,10698
4510,18351,1103,0,0,0,0,19457
4511,3870,0,0,0,0,0,3870
4512,1095,99,0,0,0,0,1201
4514,0,2540,0,0,0,0,2540
4515,0,1637,126,0,0,0,1764
4516,1277,0,0,0,0,0,1277
4517,0,311,0,0,0,0,311
4518,0,1907,0,0,0,0,1907
4519,0,3290,0,0,0,0,3290
4520,2091,2407,0,0,0,0,4491
4521,0,1840,0,0,0,0,1840
4550,0,1754,0,0,0,0,1754
4551,26665,0,0,0,0,0,26665
4552,0,4146,0,0,0,0,4146
4553,76,2033,0,0,0,0,2113
4554,0,693,0,0,0,0,693
4555,1751,848,0,0,0,0,2599
4556,17499,0,0,0,0,0,17499
4557,8703,0,0,0,0,0,8703
4558,10564,0,0,0,0,0,10564
4559,2173,270,0,0,0,0,2444
4560,10333,3116,0,0,0,0,13449
4561,275,2487,0,0,0,0,2764
4562,1443,1673,0,0,0,0,3119
4563,285,3346,0,0,0,0,3634
4564,5125,0,0,0,0,0,5125
4565,5151,1753,0,0,0,0,6903
4566,4719,0,0,0,0,0,4719
4567,6820,0,0,0,0,0,6820
4568,0,1506,0,0,0,0,1506
4569,0,694,0,0,0,0,694
4570,0,18764,7,0,0,0,18772
4571,0,399,0,0,0,0,399
4572,2321,0,0,0,0,0,2321
4573,12214,30,0,0,0,0,12242
4574,0,666,0,0,0,0,666
4575,10553,0,0,0,0,0,10553
4580,0,2889,0,0,0,0,2889
4581,0,1238,0,234,0,0,1473
4600,0,16,505,0,0,0,522
4601,0,0,596,0,0,0,596
4605,0,1293,684,0,0,0,1982
4606,0,0,1137,0,0,0,1137
4608,0,0,438,0,0,0,438
4610,0,5881,831,0,0,0,6707
4611,0,0,55,0,0,0,55
4612,0,0,133,0,0,0,133
4613,0,0,482,0,0,0,482
4614,0,611,7,0,0,0,619
4615,0,2936,495,0,0,0,3434
4620,0,122,81,0,0,0,198
4621,0,0,975,0,0,0,975
4625,0,0,1394,0,0,0,1394
4626,0,0,1149,0,0,0,1149
4627,0,0,475,36,0,0,516
4630,0,0,1305,60,0,0,1368
4650,0,15528,29,0,0,0,15556
4655,0,28352,0,5,0,0,28362
4659,0,2692,0,0,0,0,2692
4660,0,4096,0,0,0,0,4096
4662,0,332,0,0,0,0,332
4670,0,36576,280,0,0,0,36854
4671,0,819,2226,0,0,0,3046
4673,0,280,77,0,0,0,355
4674,0,0,896,0,0,0,896
4676,0,0,101,0,0,0,101
4677,0,0,2440,0,0,0,2440
4678,0,0,566,0,0,0,566
4680,0,23899,360,160,0,0,24420
4694,0,0,83,0,0,0,83
4695,0,0,497,0,0,0,497
4697,0,0,63,0,0,0,63
4699,0,0,199,0,0,0,199
4700,0,8168,0,41,0,0,8212
4701,0,18303,75,0,0,0,18379
4702,0,7965,2585,2457,0,0,13007
4703,0,10416,276,0,0,0,10693
4704,0,29,40,0,0,0,67
4705,0,0,0,211,0,0,211
4706,0,0,0,63,0,0,63
4707,0,0,0,220,0,0,220
4709,0,0,0,517,0,0,517
4710,0,2458,0,0,0,0,2458
4711,0,619,0,0,0,0,619
4712,0,0,196,0,0,0,196
4713,0,0,0,288,0,0,288
4714,0,1401,187,0,0,0,1585
4715,0,0,3118,0,0,0,3118
4716,0,0,410,0,0,0,410
4717,0,0,2510,0,0,0,2510
4718,0,0,1130,137,0,0,1267
4719,0,0,397,225,0,0,616
4720,0,0,6287,14,0,0,6301
4721,0,0,0,1816,39,0,1858
4722,0,0,0,642,105,0,750
4723,0,0,0,704,0,0,704
4724,0,0,0,0,273,0,273
4725,0,0,0,0,864,0,864
4726,0,0,0,0,272,0,272
4727,0,0,0,0,219,0,219
4728,0,0,0,0,139,0,139
4730,0,0,0,0,2006,0,2006
4731,0,0,0,0,188,0,188
4732,0,0,0,0,95,0,95
4733,0,0,0,0,140,0,140
4735,0,0,0,0,734,0,734
4736,0,0,0,0,94,0,94
4737,0,0,3658,0,0,0,3658
4738,0,0,631,0,0,0,631
4739,0,0,230,0,0,0,230
4740,0,32523,2981,0,9,0,35509
4741,0,200,2893,183,10,0,3290
4742,0,0,442,187,0,0,627
4743,0,0,0,593,0,0,593
4744,0,0,4141,0,0,0,4141
4745,0,0,1340,231,0,0,1572
4746,0,0,0,971,0,0,971
4750,0,2364,0,0,0,0,2364
4751,0,0,1759,0,0,0,1759
4753,0,0,1513,0,0,0,1513
4754,0,0,906,0,0,0,906
4756,0,0,326,0,0,0,326
4757,0,0,216,0,0,0,216
4798,0,0,349,0,0,0,349
4799,0,0,580,0,0,0,580
4800,0,0,4532,0,0,0,4532
4801,0,0,0,0,3,0,3
4802,0,0,4948,0,35,0,4985
4803,0,0,0,292,0,0,292
4804,0,0,0,1094,0,0,1094
4805,0,0,5454,57,0,0,5509
4806,0,0,1886,0,0,0,1886
4807,0,0,5185,124,0,0,5309
4808,0,0,518,0,0,0,518
4809,0,0,649,0,5,0,652
4810,0,0,12177,0,0,0,12177
4811,0,0,5402,0,0,0,5402
4812,0,0,9535,0,0,0,9535
4814,0,0,17615,0,0,0,17615
4815,0,0,8262,0,0,0,8262
4816,0,0,2900,1235,316,0,4449
4817,0,0,11468,100,0,0,11567
4818,0,0,10983,0,0,0,10983
4819,0,0,1838,0,0,0,1838
4820,0,0,4593,347,198,0,5144
4821,0,0,0,0,799,0,799
4822,0,0,0,0,485,0,485
4823,0,0,0,0,563,0,563
4824,0,0,0,1299,323,0,1621
4828,0,0,0,0,260,0,260
4829,0,0,0,0,296,0,296
4830,0,0,0,0,522,0,522
4849,0,0,903,73,0,0,980
4850,0,0,4019,1747,0,0,5763
4852,0,0,2478,5,0,0,2479
4854,0,0,1828,669,0,0,2499
4855,0,0,374,0,0,0,374
4856,0,0,335,0,0,0,335
4858,0,0,691,0,0,0,691
4859,0,0,223,0,0,0,223
4860,0,0,5020,0,0,0,5020
4861,0,0,810,0,0,0,810
4865,0,0,3097,0,0,0,3097
4868,0,0,9208,0,0,0,9208
4869,0,0,6947,0,0,0,6947
4870,0,0,32156,0,0,0,32156
4871,0,0,3942,171,1238,0,5350
4872,0,0,1588,547,9,0,2141
4873,0,0,2885,485,0,0,3366
4874,0,0,0,0,2181,0,2181
4875,0,0,0,0,2352,0,2352
4876,0,0,0,0,1073,0,1073
4877,0,0,3141,0,0,0,3141
4878,0,0,6404,0,0,0,6404
4879,0,0,9191,0,0,0,9191
4880,0,0,5520,0,0,0,5520
4881,0,0,2147,0,0,0,2147
4882,0,0,1204,0,0,0,1204
4883,0,0,4051,0,0,0,4051
4884,0,0,1035,0,0,0,1035
4885,0,0,1810,0,0,0,1810
4886,0,0,443,0,0,0,443
4887,0,0,1010,0,0,0,1010
4888,0,0,1269,270,0,0,1538
4890,0,0,0,0,614,0,614
4891,0,0,0,0,665,0,665
4892,0,0,0,0,2124,0,2124
4895,0,0,0,2282,4,0,2286
800,0,0,3650,0,0,0,3650
810,0,0,13269,0,0,0,13269
812,0,0,7233,0,0,0,7233
815,0,0,0,0,0,0,0
820,0,0,9377,0,0,0,9377
822,0,0,1811,2549,3542,0,7907
828,0,0,509,0,0,0,509
829,0,0,331,0,0,0,331
830,0,0,7232,0,0,0,7232
832,0,0,5877,0,0,0,5877
834,0,0,816,0,0,0,816
835,0,0,1349,0,0,0,1349
836,0,0,2811,0,0,0,2811
837,0,0,216,0,0,0,216
838,0,0,351,0,0,0,351
839,0,0,333,0,0,0,333
840,0,0,0,334,0,0,334
841,0,0,296,0,0,0,296
845,0,0,0,298,0,0,298
846,0,0,0,202,0,0,202
847,0,0,0,227,0,0,227
850,0,0,0,3605,0,0,3605
852,0,0,0,283,2918,0,3198
853,0,0,0,190,0,0,190
854,0,0,0,0,301,0,301
860,0,0,0,0,1454,0,1454
862,0,0,0,0,500,0,500
870,0,0,0,8646,0,0,8646
873,0,0,0,1344,0,0,1344
874,0,0,0,312,0,0,312
875,0,0,0,979,0,0,979
880,0,0,0,0,1840,0,1840
885,0,0,0,0,386,0,386
886,0,0,0,636,0,0,636
3000,22911,0,0,0,0,0,22911
3002,2960,0,0,0,0,0,2960
3003,2669,0,0,0,0,0,2669
3004,5829,0,0,0,0,0,5829
3005,285,0,0,0,0,0,285
3006,11618,0,0,0,0,0,11618
3008,6226,0,0,0,0,0,6226
3010,20,0,0,0,0,0,20
3011,10132,0,0,0,0,0,10132
3012,11437,0,0,0,0,0,11437
3013,6401,0,0,0,0,0,6401
3015,7381,0,0,0,0,0,7381
3016,6670,0,0,0,0,0,6670
3018,5967,0,0,0,0,0,5967
3019,3466,0,0,0,0,0,3466
3020,16791,0,0,0,0,0,16791
3021,19759,0,0,0,0,0,19759
3022,1260,0,0,0,0,0,1260
3023,20605,0,0,0,0,0,20605
3024,8185,85,0,0,0,0,8269
3025,4902,0,0,0,0,0,4902
3026,62,0,0,0,0,0,62
3027,2256,0,0,0,0,0,2256
3028,11388,0,0,0,0,0,11388
3029,30708,0,0,0,0,0,30708
3030,35183,1058,0,0,0,0,36245
3031,8947,0,0,0,0,0,8947
3032,13094,0,0,0,0,0,13094
3033,5673,0,0,0,0,0,5673
3034,4623,0,0,0,0,0,4623
3036,2318,0,0,0,0,0,2318
3037,16434,0,0,0,0,0,16434
3038,9479,0,0,0,0,0,9479
3039,6368,0,0,0,0,0,6368
3040,11199,0,0,0,0,0,11199
3041,4967,0,0,0,0,0,4967
3042,6896,0,0,0,0,0,6896
3043,7409,0,0,0,0,0,7409
3044,11421,0,0,0,0,0,11421
3045,9,0,0,0,0,0,9
3046,13968,0,0,0,0,0,13968
3047,7317,0,0,0,0,0,7317
3048,5772,0,0,0,0,0,5772
3049,3546,0,0,0,0,0,3546
3050,3,0,0,0,0,0,3
3051,7539,0,0,0,0,0,7539
3052,2450,0,0,0,0,0,2450
3053,10217,0,0,0,0,0,10217
3054,4090,0,0,0,0,0,4090
3055,6964,0,0,0,0,0,6964
3056,11772,0,0,0,0,0,11772
3057,5994,0,0,0,0,0,5994
3058,14067,0,0,0,0,0,14067
3059,4867,0,0,0,0,0,4867
3060,5135,0,0,0,0,0,5135
3061,1798,0,0,0,0,0,1798
3062,0,0,0,0,0,0,0
3063,195,0,0,0,0,0,195
3064,23125,0,0,0,0,0,23125
3065,5226,0,0,0,0,0,5226
3066,4665,0,0,0,0,0,4665
3067,4403,0,0,0,0,0,4403
3068,8972,0,0,0,0,0,8972
3070,10975,0,0,0,0,0,10975
3071,8665,0,0,0,0,0,8665
3072,14251,0,0,0,0,0,14251
3073,21846,0,0,0,0,0,21846
3074,7884,0,0,0,0,0,7884
3075,8338,0,0,0,0,0,8338
3076,11275,0,0,0,0,0,11275
3078,5109,0,0,0,0,0,5109
3079,6786,0,0,0,0,0,6786
3081,5987,0,0,0,0,0,5987
3082,10578,0,0,0,0,0,10578
3083,12197,0,0,0,0,0,12197
3084,10575,0,0,0,0,0,10575
3085,5552,0,0,0,0,0,5552
3086,34,0,0,0,0,0,34
3087,3724,0,0,0,0,0,3724
3088,10557,0,0,0,0,0,10557
3089,4136,0,0,0,0,0,4136
3090,749,0,0,0,0,0,749
3091,529,0,0,0,0,0,529
3093,1555,0,0,0,0,0,1555
3094,3723,0,0,0,0,0,3723
3095,10036,0,0,0,0,0,10036
3096,639,0,0,0,0,0,639
3097,364,125,0,0,0,0,488
3099,1417,391,0,0,0,0,1807
3101,10328,0,0,0,0,0,10328
3102,2611,0,0,0,0,0,2611
3103,6445,0,0,0,0,0,6445
3104,7598,0,0,0,0,0,7598
3105,4441,0,0,0,0,0,4441
3106,6108,0,0,0,0,0,6108
3107,5353,0,0,0,0,0,5353
3108,9254,0,0,0,0,0,9254
3109,11029,0,0,0,0,0,11029
3111,4615,0,0,0,0,0,4615
3113,2947,0,0,0,0,0,2947
3114,1221,0,0,0,0,0,1221
3115,1212,64,0,0,0,0,1274
3116,3753,0,0,0,0,0,3753
3121,15879,0,0,0,0,0,15879
3122,11578,0,0,0,0,0,11578
3123,6666,0,0,0,0,0,6666
3124,8703,0,0,0,0,0,8703
3125,6048,0,0,0,0,0,6048
3126,3100,0,0,0,0,0,3100
3127,7324,0,0,0,0,0,7324
3128,8726,0,0,0,0,0,8726
3129,7126,0,0,0,0,0,7126
3130,12877,0,0,0,0,0,12877
3131,9172,0,0,0,0,0,9172
3132,6808,0,0,0,0,0,6808
3133,8281,0,0,0,0,0,8281
3134,12931,0,0,0,0,0,12931
3135,8061,0,0,0,0,0,8061
3136,18252,0,0,0,0,0,18252
3137,5585,0,0,0,0,0,5585
3138,8250,0,0,0,0,0,8250
3139,2307,2881,0,0,0,0,5190
3140,6631,0,0,0,0,0,6631
3141,15808,0,0,0,0,0,15808
3142,7087,0,0,0,0,0,7087
3143,4653,0,0,0,0,0,4653
3144,4942,0,0,0,0,0,4942
3145,9543,0,0,0,0,0,9543
3146,10495,0,0,0,0,0,10495
3147,5801,0,0,0,0,0,5801
3148,3625,0,0,0,0,0,3625
3149,13331,0,0,0,0,0,13331
3150,22699,0,0,0,0,0,22699
3151,4062,0,0,0,0,0,4062
3152,12380,0,0,0,0,0,12380
3153,8607,0,0,0,0,0,8607
3154,1683,0,0,0,0,0,1683
3155,9608,0,0,0,0,0,9608
3156,14374,0,0,0,0,0,14374
3158,2565,0,0,0,0,0,2565
3159,954,0,0,0,0,0,954
3160,3461,0,0,0,0,0,3461
3161,6712,0,0,0,0,0,6712
3162,7280,0,0,0,0,0,7280
3163,14806,0,0,0,0,0,14806
3165,10916,0,0,0,0,0,10916
3166,9643,0,0,0,0,0,9643
3167,3638,0,0,0,0,0,3638
3168,8086,0,0,0,0,0,8086
3169,7582,0,0,0,0,0,7582
3170,7196,0,0,0,0,0,7196
3171,7490,0,0,0,0,0,7490
3172,8098,0,0,0,0,0,8098
3173,8459,0,0,0,0,0,8459
3174,14819,0,0,0,0,0,14819
3175,19893,0,0,0,0,0,19893
3177,4345,0,0,0,0,0,4345
3178,11699,0,0,0,0,0,11699
3179,2161,0,0,0,0,0,2161
3180,2914,0,0,0,0,0,2914
3181,11562,0,0,0,0,0,11562
3182,14802,0,0,0,0,0,14802
3183,9561,0,0,0,0,0,9561
3184,8826,0,0,0,0,0,8826
3185,5975,0,0,0,0,0,5975
3186,10381,0,0,0,0,0,10381
3187,6558,0,0,0,0,0,6558
3188,7681,0,0,0,0,0,7681
3189,2573,0,0,0,0,0,2573
3190,4669,0,0,0,0,0,4669
3191,4391,0,0,0,0,0,4391
3192,9661,0,0,0,0,0,9661
3193,8027,0,0,0,0,0,8027
3194,6105,0,0,0,0,0,6105
3195,14369,0,0,0,0,0,14369
3196,11508,0,0,0,0,0,11508
3197,5261,0,0,0,0,0,5261
3198,7981,0,0,0,0,0,7981
3199,24484,0,0,0,0,0,24484
3200,2552,0,0,0,0,0,2552
3201,8237,0,0,0,0,0,8237
3202,1032,0,0,0,0,0,1032
3204,12321,0,0,0,0,0,12321
3205,6249,0,0,0,0,0,6249
3206,5144,0,0,0,0,0,5144
3207,8824,0,0,0,0,0,8824
3211,0,498,0,0,0,0,498
3212,5561,402,0,0,0,0,5971
3213,796,638,0,0,0,0,1433
3214,10546,0,0,0,0,0,10546
3215,9251,0,0,0,0,0,9251
3216,23185,163,0,0,0,0,23345
3217,2190,211,0,0,0,0,2399
3218,6524,79,0,0,0,0,6597
3219,9557,0,0,0,0,0,9557
3220,7843,0,0,0,0,0,7843
3221,0,264,0,0,0,0,264
3222,0,6479,0,0,0,0,6479
3223,0,6405,0,0,0,0,6405
3224,5505,333,0,0,0,0,5839
3225,0,3559,0,0,0,0,3559
3226,0,7391,0,0,0,0,7391
3227,33,2644,0,0,0,0,2676
3228,0,8911,0,0,0,0,8911
3230,0,2929,0,0,0,0,2929
3231,0,1776,0,0,0,0,1776
3232,0,1881,0,0,0,0,1881
3233,0,2301,15,0,0,0,2314
3234,0,489,0,0,0,0,489
3235,0,250,0,0,0,0,250
3236,0,153,0,0,0,0,153
3237,0,0,194,0,0,0,194
3238,0,0,190,0,0,0,190
3239,0,138,130,0,0,0,268
3240,0,754,0,0,0,0,754
3241,0,1172,0,0,0,0,1172
3242,0,420,0,0,0,0,420
3243,0,195,0,0,0,0,195
3249,0,1443,0,0,0,0,1443
3250,0,5610,0,0,0,0,5610
3251,0,244,0,0,0,0,244
3254,0,131,0,0,0,0,131
3260,0,2282,0,0,0,0,2282
3264,0,1090,0,0,0,0,1090
3265,0,1092,0,0,0,0,1092
3266,0,1234,134,0,0,0,1368
3267,0,0,108,0,0,0,108
3268,0,169,1037,0,0,0,1201
3269,0,0,456,0,0,0,456
3270,0,0,336,0,0,0,336
3271,0,0,98,0,0,0,98
3272,0,708,91,0,0,0,798
3273,0,0,65,0,0,0,65
3274,0,0,112,0,0,0,112
3275,0,163,0,0,0,0,163
3276,0,205,0,0,0,0,205
3277,0,746,0,0,0,0,746
3278,0,116,0,0,0,0,116
3279,0,102,0,0,0,0,102
3280,0,14420,0,0,0,0,14420
3281,0,623,0,0,0,0,623
3282,0,973,0,0,0,0,973
3283,0,549,0,0,0,0,549
3284,0,2202,41,0,0,0,2249
3285,0,95,474,0,0,0,565
3286,0,0,302,0,0,0,302
3287,0,0,177,0,0,0,177
3289,0,19,385,0,0,0,400
3292,0,0,263,0,0,0,263
3293,0,0,164,0,0,0,164
3294,0,0,480,0,0,0,480
3300,0,4942,53,0,0,0,4990
3301,0,166,405,0,0,0,571
3302,0,0,193,0,0,0,193
3303,0,0,162,0,0,0,162
3304,0,0,1372,0,0,0,1372
3305,0,0,6316,0,0,0,6316
3309,0,0,61,0,0,0,61
3310,0,0,141,0,0,0,141
3311,0,0,938,0,0,0,938
3312,0,0,538,0,0,0,538
3314,0,0,256,0,0,0,256
3315,0,0,871,0,0,0,871
3317,0,0,109,0,0,0,109
3318,0,0,731,0,0,0,731
3319,0,0,219,0,0,0,219
3321,0,578,0,0,0,0,578
3322,0,83,5,0,0,0,92
3323,0,0,55,0,0,0,56
3324,0,46,273,0,0,0,316
3325,0,0,265,0,0,0,265
3328,0,613,0,0,0,0,613
3329,0,131,0,0,0,0,131
3330,0,101,0,0,0,0,101
3331,0,2106,0,0,0,0,2106
3332,0,374,0,0,0,0,374
3333,0,349,0,0,0,0,349
3334,0,262,0,0,0,0,262
3335,2193,0,0,0,0,0,2193
3337,13517,156,0,0,0,0,13674
3338,7928,922,0,0,0,0,8852
3340,7353,965,0,0,0,0,8320
3341,0,640,0,0,0,0,640
3342,0,1505,0,0,0,0,1505
3345,0,475,0,0,0,0,475
3350,0,26787,0,0,0,0,26787
3351,0,3019,341,0,0,0,3356
3352,0,6250,0,0,0,0,6256
3355,0,6180,0,0,0,0,6180
3356,0,7345,0,0,0,0,7345
