Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable
3958,3,18,9,12,24,13,22,10,20,24,16,12,0,7,0,29,51
3959,4,58,39,91,78,98,106,83,65,82,41,28,16,16,16,98,227
3960,16,115,75,186,288,297,179,161,146,139,95,51,43,57,24,267,341
3962,6,40,31,72,103,122,85,68,56,52,21,19,9,11,16,82,127
3964,0,7,0,12,20,12,14,8,9,8,5,0,0,3,3,7,15
3965,6,13,4,23,24,25,20,16,12,9,7,5,5,0,0,30,12
3966,8,26,23,43,65,49,32,42,45,39,15,3,4,9,10,36,70
3967,0,4,8,13,13,13,9,8,5,5,0,8,3,5,0,10,19
3971,21,226,159,305,475,436,328,279,256,225,118,90,41,65,49,392,568
3975,74,1503,474,682,588,589,711,958,1155,1208,810,599,379,429,120,863,4107
3976,232,2751,964,1681,1561,1420,1556,1963,2174,1750,904,537,260,214,82,1716,5758
3977,424,7585,3039,4544,5080,4856,5428,6659,7697,7339,4541,3112,1909,2061,708,5650,22701
3978,43,810,267,404,429,410,500,716,914,939,661,485,276,319,114,554,2806
3979,0,22,12,17,19,16,22,34,22,27,11,6,0,6,0,22,79
3980,7,198,85,186,207,219,252,220,268,277,156,131,59,80,28,260,699
3981,24,298,167,292,330,314,300,375,384,361,217,131,82,102,41,472,1016
3984,26,297,156,380,571,561,424,364,368,293,156,119,82,78,47,476,817
3987,8,106,66,101,117,87,105,93,94,120,58,40,34,27,25,121,333
3988,9,67,37,69,65,87,60,82,73,74,30,32,18,22,12,71,188
3990,0,7,0,8,15,4,11,9,4,4,13,3,6,5,0,8,10
3991,4,24,16,33,58,33,23,21,13,21,8,9,4,5,5,39,43
3992,4,57,30,77,80,75,84,73,62,66,27,27,7,13,18,64,184
3995,39,459,361,785,1190,1127,875,765,612,522,265,208,102,107,88,980,1685
3996,19,248,200,376,572,487,489,383,337,301,212,177,110,165,107,444,923
2600,9,436,223,218,192,205,239,222,290,496,499,479,408,903,941,414,1057
2601,38,1495,543,731,376,328,368,165,179,259,247,227,163,363,224,534,110
2602,58,1630,941,1388,1495,1585,1611,1432,1652,2042,1899,1972,1358,3056,1345,1867,5104
2603,25,579,266,254,279,312,316,276,368,574,567,624,477,999,1120,822,1482
2604,20,502,244,335,330,361,361,331,482,668,807,848,576,1381,730,1016,1391
2605,31,644,404,409,402,526,479,486,592,726,628,663,499,1248,868,808,2309
2606,28,586,227,326,402,436,461,524,583,755,715,637,407,804,392,679,1456
2607,47,802,499,569,539,607,650,686,896,1007,851,827,600,1364,703,582,2388
2609,4,35,12,47,79,68,56,63,73,51,42,34,18,30,18,170,89
2612,44,955,462,706,619,692,899,836,1028,1358,1217,1217,757,1581,865,1570,1381
2614,57,1107,674,814,888,901,971,973,1211,1389,1196,1152,879,1814,730,965,3649
2615,114,2511,1437,1879,2000,2018,2118,2370,2830,3656,3101,2880,1873,3097,734,1986,9565
2617,130,2564,1076,1582,1487,1573,1757,1807,1995,2553,2255,1989,1371,2505,850,2189,4814
2900,3,135,42,82,93,74,100,123,127,168,167,130,85,173,78,114,226
2902,39,821,512,655,692,740,726,806,1012,1108,988,876,584,1187,422,747,2969
2903,13,509,363,405,408,438,490,481,618,700,611,589,413,740,240,392,1797
2904,20,745,466,503,469,522,589,699,834,977,906,843,604,1244,470,686,2277
2905,65,1720,917,1113,1184,1298,1401,1610,2053,2386,2081,1950,1196,2059,539,1263,5791
2906,27,1087,565,721,743,723,798,935,1196,1423,1338,1220,678,1435,335,785,3630
2911,14,315,80,109,88,89,108,187,257,377,343,370,241,480,168,160,1084
2912,21,619,169,246,213,206,266,365,390,469,382,332,237,510,147,358,1209
2913,77,2512,1116,1310,1244,1194,1423,1679,2173,2677,2546,2343,1550,2912,1045,1586,7651
2914,65,1875,730,735,611,645,803,1013,1359,1700,1649,1615,1169,2432,805,844,7160
2000,204,3297,502,1112,1978,2201,1915,1599,1638,1676,1028,977,677,1456,1796,4115,1251
2006,9,267,275,291,98,47,31,5,3,11,9,9,3,4,11,156,15
2007,110,2300,325,494,536,525,494,429,442,483,278,255,180,342,196,1072,375
2008,104,2675,353,525,591,609,639,604,676,740,547,533,405,588,359,1359,407
2009,71,969,227,391,536,520,578,644,831,938,761,702,587,1347,1271,1254,1187
2010,96,1207,327,918,1317,1408,1212,1203,1662,2113,1837,1817,1374,2999,2769,4114,1347
2011,65,751,232,453,642,841,787,916,1191,1688,1394,1442,1096,2151,2085,4677,788
2015,31,420,156,247,291,305,400,432,663,895,875,828,625,1128,690,823,1110
2016,43,726,222,688,895,849,551,618,801,1000,937,868,616,1163,747,1572,911
2017,155,3564,511,1133,1339,1175,946,1004,1414,1779,1518,1489,1080,2002,954,2791,1829
2018,106,1808,490,895,1167,1119,935,1001,1131,1319,840,731,532,792,330,1226,2597
2019,35,721,253,376,510,516,509,575,720,817,684,593,460,676,283,871,2229
2020,78,1605,339,609,767,777,796,894,1100,1257,946,763,604,895,364,1009,1963
2021,59,733,281,340,427,480,604,542,754,1074,1031,973,742,1543,2200,1516,1998
2022,43,723,288,391,484,542,514,618,692,849,707,686,508,975,1169,1470,1838
2023,39,894,276,270,249,260,335,367,466,641,591,566,460,930,1576,854,1940
2024,42,621,254,301,368,413,417,444,597,666,566,580,447,910,1211,1209,2029
2025,24,427,153,166,220,248,266,254,378,436,389,425,339,655,1142,805,1092
2026,106,1446,607,851,1131,1289,1308,1531,1899,2347,2008,1942,1406,2980,3084,3890,4672
2027,21,449,120,175,196,198,253,289,352,526,459,478,401,834,1431,1101,900
2028,13,268,86,102,123,159,164,148,257,289,267,300,243,513,669,498,532
2029,36,682,242,262,282,383,386,433,534,698,526,584,407,771,1125,808,1795
2030,59,1357,385,423,442,412,509,523,637,784,604,606,517,980,1949,900,2992
2031,98,2265,901,1091,1269,1450,1453,1440,1892,2509,2346,2243,1647,2970,2688,2972,5509
2032,167,3405,585,948,1074,998,971,797,863,1021,688,609,446,670,485,1064,1893
2033,61,1525,301,485,527,553,699,586,728,841,638,540,416,703,573,933,1458
2034,49,1003,475,693,807,841,821,833,1132,1517,1333,1268,1059,1880,1774,1971,3256
2035,127,3281,1000,1595,1978,2072,1718,1807,2088,2488,1761,1604,1227,2061,1640,2349,5698
2036,123,2331,854,1502,1751,1808,1526,1558,1868,2011,1389,1288,884,1418,904,4070,5122
2037,69,1313,414,823,919,868,786,775,968,1144,870,907,640,1191,1154,1724,1551
2038,31,517,221,297,412,367,395,436,502,621,511,537,421,959,944,705,1564
2039,21,405,166,193,249,314,270,286,385,541,510,502,437,994,1233,712,1511
2040,56,1095,500,890,1034,946,913,898,1151,1353,1198,1215,976,2016,1872,1652,4465
2041,41,773,350,481,528,618,537,546,707,857,772,834,660,1535,2411,1307,2736
2042,58,1020,383,847,795,908,896,989,1343,1739,1354,1260,918,1787,1024,1874,1926
2043,19,313,122,211,221,247,275,300,458,698,655,708,549,1092,542,714,885
2044,28,440,154,347,455,444,396,448,557,610,519,510,369,605,245,548,1171
2045,15,495,217,300,427,383,325,283,335,395,284,277,181,419,552,361,1206
2046,97,1627,717,1204,1528,1462,1221,1270,1470,1729,1392,1397,1103,2158,1862,1781,4790
2047,34,665,265,385,489,482,480,484,645,837,663,692,588,1105,1179,1044,1906
2048,28,370,168,280,320,428,359,410,518,647,544,503,350,682,505,706,1110
2049,35,616,279,466,512,586,603,580,684,884,728,665,540,946,575,1045,1536
2050,51,972,191,328,348,400,386,354,522,656,627,584,490,957,606,806,678
2052,43,1398,388,394,218,191,187,104,75,69,30,27,14,16,10,255,20
2060,40,858,277,327,398,459,565,547,730,1047,913,996,798,1671,1698,1244,1423
2061,19,306,116,185,203,184,176,192,275,379,384,388,326,758,988,620,441
2062,18,366,146,167,207,222,263,266,318,464,438,439,381,745,906,379,1279
2063,22,503,258,191,189,192,256,237,281,313,258,290,220,421,1013,282,1423
2064,25,766,274,385,385,380,380,423,506,665,508,551,406,858,679,497,1832
2065,75,1794,676,797,813,983,1039,1200,1591,2160,1967,1979,1638,3569,3360,2070,4389
2066,92,2466,952,964,1081,1203,1213,1271,1664,2163,1812,1714,1424,2813,3087,1617,6086
2067,157,3766,884,1149,1229,1151,1189,1301,1454,1650,1303,1122,925,1795,1575,1436,4330
2068,52,1307,591,612,646,669,620,655,734,885,681,711,535,1218,2150,852,3908
2069,55,1318,566,499,473,518,563,511,739,737,627,608,455,992,1789,716,3069
2070,37,1334,605,525,464,480,571,555,626,755,610,586,480,1012,1526,518,2821
2071,72,1637,669,562,463,424,519,495,652,795,614,565,466,952,1466,645,2551
2072,13,931,362,293,278,274,331,313,368,406,346,346,273,568,689,491,1385
2073,49,1610,775,643,531,550,598,613,723,825,685,672,607,1309,1943,591,3636
2074,57,1992,956,901,904,969,998,921,1124,1250,901,932,753,1711,2379,1209,4312
2075,65,1982,815,817,731,841,894,833,1043,1188,935,897,711,1481,2115,836,4280
2076,90,2346,1007,1066,1029,1025,1123,1068,1193,1305,1124,1088,872,1848,2182,1385,4903
2077,121,3558,1394,1746,1820,2008,1894,2099,2445,2656,2007,1806,1412,2612,1045,1751,7411
2079,12,527,264,314,362,358,404,390,457,508,396,351,293,493,277,231,1472
2080,8,131,71,78,89,88,93,100,97,118,88,76,57,108,56,69,362
2081,6,391,232,258,249,242,308,277,306,376,279,269,212,402,218,180,1169
2082,13,336,208,235,269,265,285,339,351,371,277,281,190,358,180,210,1243
2083,4,105,44,66,88,101,96,115,130,93,75,77,39,100,60,111,215
2084,11,273,154,153,176,156,178,210,224,225,176,161,107,193,277,236,710
2085,31,758,473,509,589,721,632,659,660,733,516,484,368,738,761,698,2281
2086,36,983,544,536,583,597,689,676,820,857,650,551,469,908,902,470,3148
2087,37,971,559,570,633,677,676,602,634,684,539,506,427,855,983,487,2950
2088,81,2127,826,808,798,914,907,1053,1308,1601,1381,1463,1079,2440,4557,2133,5014
2089,32,581,218,271,310,394,432,467,635,905,842,803,664,1433,1380,1061,1503
2090,49,730,308,349,385,513,512,557,694,941,837,867,677,1479,1827,992,2006
2092,25,531,270,262,255,269,274,257,315,350,280,303,242,476,980,261,1809
2093,66,1494,730,757,812,852,1058,1013,1202,1425,1114,1023,751,1629,2376,1291,5286
2094,11,299,148,168,156,213,223,266,307,449,320,354,268,585,719,335,1030
2095,47,840,349,430,507,592,637,641,856,1119,925,946,754,1608,2003,1558,2058
2096,24,729,394,434,449,545,623,691,895,1107,892,858,636,1210,1276,1010,2873
2097,33,973,542,542,622,717,850,847,1032,1140,823,796,520,963,966,1027,3128
2099,130,2284,1219,1705,2038,2412,2382,2615,3032,3140,2246,1889,1312,2125,1554,2466,7377
2100,62,1390,793,837,1067,1118,1148,1195,1310,1443,1108,996,661,1292,1115,986,4394
2101,53,1025,595,742,893,1011,1079,1131,1339,1449,1164,1003,633,1189,936,1591,3565
2102,10,470,230,276,308,371,379,429,449,488,402,392,245,491,342,505,1710
2103,33,575,366,458,508,567,620,622,703,824,601,498,375,648,599,780,1894
2104,9,231,119,164,188,266,250,206,230,229,134,154,118,207,292,342,488
2105,9,127,66,66,65,76,96,92,99,133,89,98,62,147,167,167,290
2106,33,602,339,389,428,453,508,538,572,693,547,466,331,550,702,404,1746
2107,50,984,568,562,618,739,875,770,893,1016,743,694,500,901,1144,689,2926
2108,7,118,40,72,62,84,74,98,88,118,73,79,67,123,219,155,190
2109,32,723,186,278,163,175,174,122,125,158,110,118,77,134,47,296,187
2110,54,1072,324,340,378,394,445,361,416,501,404,412,321,653,1356,911,2015
2111,49,1006,453,607,732,742,622,696,792,995,830,766,594,1026,1093,824,2582
2112,145,3225,1059,1605,1766,1716,1681,1810,2145,2467,1725,1524,1162,1883,1306,1897,5733
2113,68,1775,602,895,1017,1110,891,928,1056,1323,974,930,760,1295,762,849,3150
2114,97,2584,806,1172,1213,1202,1226,1341,1580,2000,1425,1286,945,1501,747,956,3971
2115,53,968,382,637,730,622,565,546,651,752,534,470,293,493,199,646,2180
2116,33,686,243,402,459,375,339,369,438,487,347,266,211,293,91,319,1293
2117,101,2222,905,1239,1445,1231,1096,1185,1282,1524,1022,894,671,885,459,1129,4009
2118,119,3096,1070,1268,1294,1216,1335,1300,1446,1651,1185,1046,799,1345,617,983,4573
2119,25,1088,527,521,463,435,539,502,609,653,543,539,481,921,1017,570,2222
2120,62,1772,903,887,941,902,1031,989,1173,1295,1031,973,787,1553,1098,799,4002
2121,105,3745,1268,1340,1295,1280,1361,1289,1613,1924,1387,1346,1062,1991,1230,1053,4927
2122,151,4738,1220,1691,1806,1725,1721,1590,1861,2176,1521,1344,971,1727,771,1596,4547
2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,44,1645,767,739,711,662,740,807,859,1137,880,830,588,1230,1222,497,3024
2126,72,2183,846,915,955,838,864,893,1002,1182,923,873,696,1454,1064,585,3429
2127,69,1468,312,434,446,390,549,663,882,1244,958,928,693,1201,535,1307,2462
2128,19,224,58,146,100,109,129,144,178,190,135,114,44,84,21,1983,493
2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,18,409,172,278,307,417,338,400,491,611,468,448,330,550,392,543,1127
2131,115,2406,734,1225,1494,1822,1460,1548,1772,1880,1240,1053,770,1158,487,1748,2942
2132,59,1049,394,583,685,738,584,549,638,730,482,469,356,646,392,526,1756
2133,38,1001,396,591,744,705,621,626,785,770,598,449,337,549,240,561,2010
2134,161,3041,540,972,1152,1090,973,938,1093,1132,633,525,335,567,279,1021,1572
2135,148,3428,760,1162,1582,1525,1485,1448,1643,1850,1211,1111,748,1182,1062,1730,3191
2136,32,774,264,388,508,436,402,419,504,507,424,270,228,367,176,417,1244
2137,103,2270,833,1188,1442,1391,1305,1273,1630,1867,1476,1389,1014,1832,1517,1489,4480
2138,159,3202,569,768,857,796,912,1001,1312,1579,1060,1002,733,1313,762,1058,2925
2139,0,0,0,0,9,11,3,3,3,3,0,0,0,3,0,20,0
2140,90,2078,449,741,774,781,850,1038,1171,1347,901,748,473,640,212,1431,2447
2141,233,4016,983,1905,2118,1985,1806,1966,2113,1891,1172,787,556,694,291,1689,4481
2142,196,2889,782,1911,1898,1657,1463,1643,1912,1669,1043,690,457,536,155,2140,5266
2143,49,1072,307,617,713,593,514,558,622,565,340,276,137,192,63,542,1771
2144,384,5241,1194,2953,3107,2627,2365,2493,2530,2080,1034,653,375,410,116,2561,7246
2145,336,7772,2451,4090,4781,4556,3917,4318,5354,5639,3946,3461,2377,3510,1025,4702,16978
2146,76,1690,573,923,1109,994,919,1068,1242,1349,947,762,539,660,199,853,3564
2147,176,3040,1301,2029,2446,2126,1998,2202,2694,2749,1862,1563,1000,1404,431,2189,7119
2148,323,5985,1946,3569,4336,3995,3458,4192,5167,5023,3052,2204,1387,1458,378,3715,12892
2150,133,3967,718,1442,1681,1485,1510,1715,2186,2359,1826,1576,1210,1536,387,2558,5212
2151,83,1968,670,1051,1158,1331,995,1115,1396,1532,1200,993,750,1120,469,1503,3972
2152,45,848,327,530,603,726,622,604,761,874,630,596,439,670,235,565,2118
2153,169,5005,2244,2578,2798,2738,2951,2842,3253,3861,3006,2801,2235,4005,2015,2108,11943
2154,114,3834,1592,1853,1808,1912,2058,2001,2166,2595,1948,1828,1422,2800,2088,1866,7713
2155,148,5021,1966,2060,2057,1931,2293,2504,3010,3706,2936,2977,2294,4152,2150,1953,14295
2156,40,994,493,622,685,695,771,695,747,807,664,627,478,760,865,573,2417
2157,15,272,143,186,211,213,211,204,274,221,161,171,105,171,147,287,742
2158,40,817,376,412,415,457,488,439,489,558,403,366,276,499,548,420,1569
2159,15,384,186,227,270,295,327,296,273,336,263,248,168,248,253,238,947
2160,316,3637,1343,2837,2774,2537,2054,2196,2428,2222,1430,909,531,703,229,2326,7497
2161,287,3113,1053,2567,2742,2106,1732,1815,1975,1700,1001,691,402,388,142,2296,7411
2162,113,2030,713,1448,1617,1290,1095,1086,1121,1085,655,430,270,330,82,1146,4114
2163,67,876,336,950,905,854,512,496,545,426,205,128,66,64,30,1264,1862
2164,116,1727,716,1689,1956,1517,1106,1209,1330,1232,768,542,294,335,99,1135,3857
2165,316,4160,1624,4450,4905,3499,2459,2417,2519,2075,1169,725,448,442,146,2649,8435
2166,478,6869,2079,4955,5282,4227,3103,3523,3360,2657,1404,871,500,489,214,2893,9862
2167,44,935,272,474,481,454,491,578,714,772,527,373,257,335,69,769,2095
2168,262,4326,1525,3522,3774,2882,2347,2778,2909,2527,1470,951,536,525,195,3172,9740
2170,531,9802,3261,7004,7793,6791,5613,6268,6910,6959,4274,3216,2111,2332,885,8411,23289
2171,118,3422,1111,1757,1822,1476,1703,1928,2442,2652,1805,1505,1014,1245,404,1600,8853
2172,9,237,82,97,113,94,116,123,168,200,164,159,137,224,130,108,621
2173,44,1285,485,552,575,523,611,792,989,1189,1008,778,648,738,232,627,3365
2174,3,273,45,76,78,72,93,106,147,174,141,103,75,91,36,134,614
2175,6,146,51,117,144,127,118,118,130,125,82,80,46,51,49,142,316
2176,306,4834,1804,3897,4738,3377,2684,2887,3301,3181,2046,1456,864,1037,383,2474,8533
2177,103,1815,631,1379,1536,1119,926,1049,1089,1007,609,402,223,235,85,682,3096
2178,35,353,135,221,277,208,245,286,319,285,198,172,99,113,75,473,745
2179,33,525,184,314,575,410,386,402,435,468,310,239,130,168,66,654,1237
2190,173,2832,967,1985,2220,1779,1426,1329,1386,1287,764,584,351,421,189,1723,6153
2191,29,619,221,381,543,463,357,351,397,401,275,257,143,221,94,302,1270
2192,68,1330,422,868,1112,937,799,838,955,846,476,352,211,231,79,935,2252
2193,66,1335,511,814,1072,919,853,924,1057,1146,793,664,523,776,392,898,2505
2194,168,3344,820,1839,1970,1713,1777,1782,1813,1687,910,573,361,380,132,1526,3744
2195,182,3427,831,2118,2063,1997,1679,1676,1618,1336,635,409,259,251,80,1848,6747
2196,256,3559,1101,2374,2690,2273,1829,1885,1941,1750,1143,733,484,512,194,2002,7102
2197,59,946,318,642,830,671,511,554,560,514,316,202,132,200,75,481,2068
2198,53,752,281,538,675,584,523,529,588,569,360,275,169,256,102,794,1999
2199,123,1868,644,1368,1509,1353,1118,1056,1087,1069,655,394,257,272,119,1144,3985
2200,311,4906,1408,3369,3595,2872,2539,2675,2755,2407,1425,1002,590,660,236,3175,9771
2203,68,787,377,583,786,723,684,743,917,1120,910,776,607,981,489,1009,2151
2204,80,1651,636,1409,1833,1786,1465,1523,1860,1953,1569,1342,1031,1711,768,2139,3770
2205,132,2204,505,910,1248,1142,1139,1255,1475,1581,1101,839,563,936,320,1490,2609
2206,75,1616,643,1042,1544,1258,999,1006,1112,1346,932,833,612,980,528,1307,3569
2207,130,2581,975,1576,1935,1909,1598,1542,1859,1918,1338,1127,772,1091,489,2482,5213
2208,46,1171,446,779,1078,830,720,701,816,819,593,491,316,507,232,659,2247
2209,74,1727,549,1038,1208,1098,944,1026,1068,1069,694,605,400,545,196,816,2727
2210,150,2875,1111,1973,2466,2205,1879,1820,1939,1960,1347,1146,818,1155,579,1901,5266
2211,70,1580,571,929,1266,1255,1012,1052,1186,1296,844,679,460,655,232,890,2862
2212,66,1369,530,931,1157,1123,908,975,1138,1120,789,611,416,573,214,903,3027
2213,83,1704,732,1181,1430,1388,1272,1291,1430,1607,1077,937,719,1008,441,1081,4411
2214,12,295,141,212,279,213,262,252,291,298,212,166,130,175,48,152,797
2216,173,2730,735,1373,1973,2033,1762,2098,2326,2251,1334,1052,665,991,445,2071,4043
2217,125,2521,778,1330,1719,1781,1618,1707,2026,2071,1393,1197,808,1148,528,1565,4528
2218,75,1772,559,979,1209,1035,1023,1083,1275,1245,779,675,424,601,226,813,2659
2219,48,984,340,668,866,865,811,748,974,968,682,619,436,630,463,885,2209
2220,177,5558,1250,1903,2251,2112,1968,2109,2395,2268,1297,967,629,932,450,1601,4625
2221,60,1724,666,797,934,888,906,887,1004,1113,802,720,528,823,744,821,3056
2222,47,1315,458,711,779,812,792,876,1017,962,655,496,347,494,260,665,2105
2223,120,1794,748,897,1087,1056,1126,1196,1433,1596,1179,980,773,1306,865,982,3792
2224,49,1081,449,678,853,836,903,868,946,997,715,662,443,701,552,891,2577
2225,16,361,202,226,228,267,251,253,279,353,235,292,215,442,338,176,1290
2226,27,774,450,562,624,669,618,640,773,871,602,623,489,868,582,615,2720
2227,40,862,578,619,801,866,796,808,859,1044,840,766,570,970,662,616,2910
2228,45,1173,566,841,1117,1197,1086,1215,1211,1288,988,881,648,958,542,1251,3344
2229,82,1775,1017,1136,1480,1700,1659,1760,1849,1941,1562,1425,1075,1819,1352,1593,5488
2230,79,1524,865,1049,1260,1519,1543,1657,2040,2440,1864,1802,1249,1948,1602,2050,4353
2231,4,185,51,96,100,109,143,144,154,177,114,101,76,97,44,98,570
2232,107,1888,1107,1432,1812,1999,1838,1868,2213,2570,1932,1764,1318,2032,991,1773,6222
2233,62,1718,1122,1331,1525,1617,1800,1746,1990,2211,1692,1550,1170,1718,656,1181,6415
2234,82,2178,1310,1380,1533,1590,1682,1678,2011,2438,1728,1717,1196,2052,1217,1134,5648
2250,205,4376,2466,3722,4891,5127,4573,4438,4740,4627,3010,2593,1836,2461,1137,4734,12262
2251,86,1940,1254,1719,2448,2659,2399,2067,2122,2171,1429,1413,1031,1319,696,1820,6116
2256,45,913,508,1019,1536,1658,1172,1031,1070,897,630,471,352,499,241,1220,2329
2257,105,1709,879,1736,2724,2818,2299,1967,1913,1873,1120,947,631,908,447,2123,4825
2258,12,349,208,263,324,321,333,350,402,372,291,218,143,218,103,241,1019
2259,257,3711,2000,3524,5517,5014,4068,3979,4072,3805,2294,1901,1316,1592,604,3895,11963
2260,58,1497,884,1104,1360,1447,1459,1472,1553,1629,1224,1083,871,1211,845,1159,4575
2261,167,2879,1754,3044,4495,4744,3976,3623,3853,3560,2257,1780,1159,1361,587,3853,9646
2262,70,1287,611,1340,2186,1853,1608,1507,1478,1291,774,510,329,361,126,1281,4222
2263,78,1271,664,1602,2517,2553,1901,1848,1585,1452,800,596,375,394,172,2408,4048
2264,41,902,449,933,1387,1425,1156,963,950,914,522,436,304,373,174,964,2346
2265,28,387,235,410,442,503,419,341,351,353,244,208,135,179,67,521,986
2267,17,173,72,174,294,244,239,225,170,188,106,99,62,90,46,164,396
2278,12,177,109,146,188,166,181,194,220,207,122,93,54,79,20,104,517
2280,87,1576,990,1512,2248,2248,1994,1691,1758,1865,1162,982,747,1024,569,1416,4814
2281,41,889,507,949,1478,1449,1066,907,865,926,551,496,342,488,229,849,2241
2282,38,838,663,786,1130,994,958,941,1007,1041,679,637,480,750,425,706,2700
2283,62,1438,830,1532,2228,2011,1687,1590,1558,1529,949,781,565,695,439,1584,3815
2284,30,655,349,680,964,979,822,733,727,709,420,342,249,307,140,637,1747
2285,64,1784,961,1619,2342,2409,1967,2067,2250,2276,1493,1294,807,1036,295,1472,6583
2286,18,236,131,228,369,307,267,292,277,297,173,126,81,90,25,195,799
2287,112,2582,1229,2200,2907,2801,2389,2388,2542,2443,1676,1358,940,1316,459,1890,7152
2289,39,1009,748,1014,1368,1312,1231,1109,1299,1358,1005,908,692,1055,436,753,3776
2290,87,1784,1136,1794,2781,2862,2290,2188,2232,2356,1522,1304,971,1427,659,1712,6305
2291,31,590,459,618,716,778,786,801,884,979,752,694,471,950,841,712,2355
2292,4,118,78,139,185,194,162,174,177,207,114,129,85,112,32,113,438
2293,10,119,64,137,148,174,180,180,182,204,192,134,85,168,65,162,326
2294,4,80,49,115,139,153,133,139,142,155,115,104,77,96,21,134,278
2295,24,319,180,379,713,577,484,434,393,392,286,259,191,288,125,884,1004
2296,4,80,40,119,126,135,141,119,157,142,126,100,73,88,33,121,285
2297,4,96,38,117,119,125,101,109,109,111,79,68,51,77,22,129,314
2298,34,561,304,735,750,828,629,595,655,608,446,350,255,285,91,973,1400
2299,53,886,381,929,1028,895,754,670,694,773,447,405,271,348,149,512,2018
2300,28,472,279,522,634,641,643,620,707,837,656,626,475,787,676,952,1033
2302,6,32,18,33,36,39,35,37,35,44,40,38,24,31,15,84,17
2303,23,433,349,618,741,783,533,530,589,597,409,364,283,492,360,674,1368
2304,45,821,426,1033,1343,1320,1072,997,1128,1129,762,606,396,479,107,1210,2285
2305,24,680,480,621,757,854,762,778,789,889,635,562,421,688,451,610,2497
2306,21,159,86,337,530,380,217,192,181,111,30,27,10,19,14,313,735
2307,9,281,107,336,416,398,300,267,274,302,158,102,55,60,14,177,640
2308,17,374,192,381,103,82,59,25,5,11,0,0,0,6,6,69,0
2311,4,66,37,59,67,71,73,54,48,47,35,14,15,22,15,73,157
2312,9,84,67,110,164,140,129,107,90,74,47,22,15,21,8,85,279
2314,0,0,0,0,0,0,0,13,16,31,27,8,8,13,0,89,0
2315,44,767,516,949,1331,1334,1207,993,933,972,552,448,328,441,253,1433,2165
2316,18,328,214,379,589,530,473,358,357,323,225,168,123,173,81,545,963
2317,17,283,206,383,634,674,585,470,399,356,224,183,112,139,104,492,969
2318,41,760,417,655,905,759,725,749,797,794,621,534,334,438,160,848,2612
2319,18,423,216,452,815,689,502,407,425,384,206,188,99,136,49,493,1186
2320,108,2017,1094,2077,2575,2438,2096,2141,2300,2120,1374,1246,903,1569,710,2115,7684
2321,34,962,495,742,1015,923,901,934,984,980,659,596,452,679,252,741,3279
2322,54,1114,652,1153,1585,1319,1195,1293,1366,1267,848,651,427,538,211,918,3872
2323,74,1567,973,1497,2057,1941,1684,1612,1781,1692,1106,925,687,972,389,1570,5213
2324,100,1334,783,1630,2300,2207,1839,1670,1525,1533,841,704,424,514,234,1796,4212
2325,92,1569,840,1855,2731,2567,1926,1772,1615,1511,845,684,485,814,355,3184,5618
2326,41,431,247,537,769,647,465,485,450,421,266,183,121,169,45,557,1504
2327,11,427,242,547,832,767,559,562,515,427,256,162,132,133,40,630,1375
2328,16,160,93,123,199,162,139,139,157,154,86,79,53,137,38,211,497
2329,23,104,75,115,188,195,131,133,134,122,57,40,29,70,23,254,421
2330,83,1484,716,1081,1316,1242,1109,1130,1059,1074,756,716,628,1380,576,1592,4399
2331,0,0,0,0,0,4,24,126,62,43,27,16,16,9,0,4,0
2333,57,872,425,818,871,850,817,751,725,641,500,429,373,829,273,1273,3149
2334,7,201,97,195,212,173,147,175,169,163,119,82,64,131,36,148,715
2335,24,386,200,312,339,358,368,359,365,377,246,231,192,402,141,416,1451
2336,8,156,79,151,194,180,137,149,170,145,94,98,66,156,41,226,556
2337,27,406,241,377,536,567,467,571,555,488,270,236,194,392,180,722,1651
2338,11,93,33,98,149,149,120,91,80,63,36,31,24,40,24,154,240
2339,3,37,17,44,58,36,48,39,50,34,25,12,8,15,12,91,127
2340,190,2290,1472,2603,3597,3675,3359,3649,3961,3479,1989,1530,1106,1392,578,3983,10220
2341,11,76,43,118,226,174,111,93,87,59,28,27,23,31,16,185,262
2342,10,26,13,15,36,37,23,32,43,30,19,16,6,4,14,45,93
2343,30,259,133,312,439,442,355,350,350,308,171,140,93,111,62,461,936
2344,8,39,25,37,58,44,29,68,54,51,33,36,15,21,15,79,152
2345,9,43,29,39,61,46,55,52,67,53,35,19,21,14,9,58,130
2346,25,142,75,244,429,332,233,201,200,153,72,56,41,42,20,329,555
2347,18,92,53,139,283,207,135,134,104,85,42,27,15,22,19,236,313
